y,U_x,U_y,U_z
0,0,0,0
0.00502513,0.0161802,-5.65138e-10,0
0.0100503,0.0323165,-1.26119e-09,0
0.0150754,0.0482334,-2.61183e-09,0
0.0201005,0.0641067,-4.18349e-09,0
0.0251256,0.0798683,-6.32148e-09,0
0.0301508,0.0955756,-8.683e-09,0
0.0351759,0.111178,-1.14772e-08,0
0.040201,0.126723,-1.44449e-08,0
0.0452261,0.14216,-1.7742e-08,0
0.0502513,0.157548,-2.11401e-08,0
0.0552764,0.172816,-2.47829e-08,0
0.0603015,0.188052,-2.84586e-08,0
0.0653266,0.203144,-3.22844e-08,0
0.0703518,0.218235,-3.61103e-08,0
0.0753769,0.233146,-3.99513e-08,0
0.080402,0.248057,-4.37924e-08,0
0.0854271,0.262822,-4.75135e-08,0
0.0904523,0.277545,-5.11992e-08,0
0.0954774,0.292174,-5.47316e-08,0
0.100503,0.306699,-5.80933e-08,0
0.105528,0.321202,-6.14024e-08,0
0.110553,0.335519,-6.4279e-08,0
0.115578,0.349836,-6.71557e-08,0
0.120603,0.364004,-6.96062e-08,0
0.125628,0.378101,-7.18523e-08,0
0.130653,0.392158,-7.39678e-08,0
0.135678,0.406019,-7.54595e-08,0
0.140704,0.419881,-7.69512e-08,0
0.145729,0.433592,-7.79345e-08,0
0.150754,0.447202,-7.85771e-08,0
0.155779,0.460811,-7.92196e-08,0
0.160804,0.474163,-7.89974e-08,0
0.165829,0.487501,-7.873e-08,0
0.170854,0.500773,-7.82515e-08,0
0.175879,0.513819,-7.70504e-08,0
0.180905,0.526866,-7.58493e-08,0
0.18593,0.539781,-7.42572e-08,0
0.190955,0.552516,-7.21331e-08,0
0.19598,0.565251,-7.0009e-08,0
0.201005,0.577807,-6.74084e-08,0
0.20603,0.590211,-6.4403e-08,0
0.211055,0.602616,-6.13976e-08,0
0.21608,0.61482,-5.79224e-08,0
0.221106,0.626877,-5.40997e-08,0
0.226131,0.638935,-5.02771e-08,0
0.231156,0.650804,-4.60721e-08,0
0.236181,0.662503,-4.15201e-08,0
0.241206,0.674201,-3.6968e-08,0
0.246231,0.685761,-3.21744e-08,0
0.251256,0.697098,-2.69963e-08,0
0.256281,0.708436,-2.18183e-08,0
0.261307,0.719717,-1.65578e-08,0
0.266332,0.730695,-1.08569e-08,0
0.271357,0.741674,-5.15594e-09,0
0.276382,0.752652,5.4502e-10,0
0.281407,0.763329,6.57139e-09,0
0.286432,0.773947,1.26614e-08,0
0.291457,0.784565,1.87513e-08,0
0.296482,0.79503,2.49555e-08,0
0.301508,0.805284,3.13172e-08,0
0.306533,0.815538,3.76789e-08,0
0.311558,0.825792,4.40406e-08,0
0.316583,0.835713,5.05249e-08,0
0.321608,0.845601,5.70218e-08,0
0.326633,0.855488,6.35188e-08,0
0.331658,0.865268,7.0008e-08,0
0.336683,0.874786,7.64785e-08,0
0.341709,0.884305,8.29489e-08,0
0.346734,0.893824,8.94193e-08,0
0.351759,0.903131,9.57961e-08,0
0.356784,0.912281,1.02103e-07,0
0.361809,0.92143,1.08409e-07,0
