y,U_x,U_y,U_z
0,0,0,0
0.00502513,0.0166494,1.0186e-09,0
0.0100503,0.0332536,2.23813e-09,0
0.0150754,0.0496316,4.46238e-09,0
0.0201005,0.0659643,6.97035e-09,0
0.0251256,0.0821813,1.02053e-08,0
0.0301508,0.0983415,1.38453e-08,0
0.0351759,0.114392,1.82693e-08,0
0.040201,0.130383,2.31018e-08,0
0.0452261,0.14626,2.87101e-08,0
0.0502513,0.162084,3.47332e-08,0
0.0552764,0.177781,4.17627e-08,0
0.0603015,0.193443,4.91106e-08,0
0.0653266,0.208949,5.7909e-08,0
0.0703518,0.224453,6.67237e-08,0
0.0753769,0.239756,7.7704e-08,0
0.080402,0.255058,8.86843e-08,0
0.0854271,0.270189,1.01648e-07,0
0.0904523,0.28527,1.15194e-07,0
0.0954774,0.300235,1.30054e-07,0
0.100503,0.315071,1.46373e-07,0
0.105528,0.329877,1.62974e-07,0
0.110553,0.34444,1.81895e-07,0
0.115578,0.359002,2.00816e-07,0
0.120603,0.373358,2.21014e-07,0
0.125628,0.387615,2.41824e-07,0
0.130653,0.401812,2.62733e-07,0
0.135678,0.41573,2.84117e-07,0
0.140704,0.429647,3.055e-07,0
0.145729,0.443344,3.26183e-07,0
0.150754,0.456893,3.46396e-07,0
0.155779,0.470441,3.6661e-07,0
0.160804,0.483617,3.84321e-07,0
0.165829,0.496773,4.01902e-07,0
0.170854,0.509838,4.18948e-07,0
0.175879,0.522593,4.34161e-07,0
0.180905,0.535349,4.49375e-07,0
0.18593,0.547938,4.64495e-07,0
0.190955,0.5603,4.79487e-07,0
0.19598,0.572663,4.9448e-07,0
0.201005,0.584817,5.11193e-07,0
0.20603,0.596794,5.29367e-07,0
0.211055,0.608771,5.47542e-07,0
0.21608,0.620529,5.6941e-07,0
0.221106,0.632123,5.9401e-07,0
0.226131,0.643718,6.18609e-07,0
0.231156,0.655114,6.47484e-07,0
0.236181,0.666329,6.8024e-07,0
0.241206,0.677545,7.12996e-07,0
0.246231,0.688616,7.48365e-07,0
0.251256,0.699457,7.87891e-07,0
0.256281,0.710298,8.27418e-07,0
0.261307,0.721081,8.66372e-07,0
0.266332,0.731553,9.02269e-07,0
0.271357,0.742025,9.38166e-07,0
0.276382,0.752496,9.74063e-07,0
0.281407,0.76266,9.88052e-07,0
0.286432,0.772764,9.97761e-07,0
0.291457,0.782869,1.00747e-06,0
0.296482,0.792819,1.01195e-06,0
0.301508,0.802558,1.00922e-06,0
0.306533,0.812297,1.00648e-06,0
0.311558,0.822036,1.00375e-06,0
0.316583,0.831455,9.94707e-07,0
0.321608,0.840841,9.85006e-07,0
0.326633,0.850227,9.75306e-07,0
0.331658,0.859517,9.6479e-07,0
0.336683,0.868571,9.52286e-07,0
0.341709,0.877625,9.39782e-07,0
0.346734,0.88668,9.27278e-07,0
0.351759,0.895552,9.26824e-07,0
0.356784,0.904288,9.35393e-07,0
0.361809,0.913024,9.43962e-07,0
0.366834,0.921761,9.52531e-07,0
0.371859,0.930261,9.61785e-07,0
0.376884,0.938682,9.71272e-07,0
0.38191,0.947103,9.80759e-07,0
0.386935,0.955524,9.90246e-07,0
0.39196,0.963692,9.96655e-07,0
0.396985,0.971801,1.00234e-06,0
0.40201,0.979909,1.00803e-06,0
0.407035,0.988018,1.01372e-06,0
0.41206,0.995889,1.01095e-06,0
0.417085,1.00369,1.00554e-06,0
0.422111,1.01148,1.00014e-06,0
0.427136,1.01928,9.9473e-07,0
0.432161,1.0269,9.79566e-07,0
0.437186,1.03439,9.57842e-07,0
