# Residuals   
# Time        	p             	Ux            	Uy            
0             	N/A	N/A
1             	9.999962e-01	0.000000e+00	0.000000e+00
2             	1.000000e+00	9.938210e-01	1.000000e+00
3             	1.762966e-01	3.207874e-01	6.588872e-01
4             	8.620648e-02	7.380128e-02	3.807017e-01
5             	9.243118e-02	7.422590e-02	3.832834e-01
6             	1.034361e-01	7.844640e-02	9.337223e-01
7             	1.687882e-01	6.431670e-02	8.851879e-01
8             	1.745011e-01	6.804276e-02	5.821741e-01
9             	1.643995e-01	7.652289e-02	5.421266e-01
10            	2.589836e-01	6.350150e-02	5.442837e-01
11            	3.874743e-01	5.278458e-02	4.556130e-01
12            	2.537493e-01	3.791676e-02	3.668311e-01
13            	1.898396e-01	2.914087e-02	3.797331e-01
14            	4.257256e-01	2.441319e-02	3.640146e-01
15            	2.610230e-01	2.180601e-02	4.018524e-01
16            	3.302663e-01	1.844042e-02	4.539891e-01
17            	1.851494e-01	1.703529e-02	3.912444e-01
18            	8.364424e-02	1.510751e-02	3.257963e-01
19            	8.574397e-02	1.417869e-02	3.531631e-01
20            	9.033405e-02	1.298748e-02	2.471204e-01
21            	8.903730e-02	1.216746e-02	2.402874e-01
22            	8.612686e-02	1.136917e-02	2.607092e-01
23            	1.534315e-01	1.081063e-02	2.218045e-01
24            	5.104901e-02	1.039641e-02	1.984656e-01
25            	2.614576e-02	1.005537e-02	1.930588e-01
26            	1.845391e-02	9.714245e-03	1.764500e-01
27            	1.414965e-02	9.370022e-03	1.538370e-01
28            	9.770822e-03	9.069450e-03	1.323214e-01
29            	6.678613e-03	8.782893e-03	1.238394e-01
30            	5.171028e-03	8.510900e-03	1.095494e-01
31            	4.511989e-03	8.253630e-03	9.275619e-02
32            	4.020424e-03	8.015207e-03	7.778267e-02
33            	3.717370e-03	7.791506e-03	6.996558e-02
34            	3.340878e-03	7.574122e-03	6.324255e-02
35            	3.058387e-03	7.291246e-03	5.663362e-02
36            	2.854486e-03	7.002195e-03	4.785930e-02
37            	2.664989e-03	6.741139e-03	4.066047e-02
38            	2.498991e-03	6.502235e-03	3.445885e-02
39            	2.169655e-03	6.289031e-03	2.858682e-02
40            	1.991572e-03	6.094249e-03	2.405248e-02
41            	1.818165e-03	5.923584e-03	2.172520e-02
42            	1.626634e-03	5.768865e-03	2.098227e-02
43            	1.382748e-03	5.626963e-03	2.101413e-02
44            	1.204560e-03	5.496171e-03	2.173705e-02
45            	1.089915e-03	5.377106e-03	2.243488e-02
46            	9.501375e-04	5.269382e-03	2.306086e-02
47            	8.372625e-04	5.167687e-03	2.326977e-02
48            	7.504167e-04	5.071790e-03	2.312563e-02
49            	6.908605e-04	4.983130e-03	2.361053e-02
50            	6.706526e-04	4.900833e-03	2.395379e-02
51            	6.564766e-04	4.822930e-03	2.392461e-02
52            	6.465016e-04	4.748327e-03	2.375336e-02
53            	6.656594e-04	4.677323e-03	2.393439e-02
54            	6.686217e-04	4.609660e-03	2.410811e-02
55            	7.113716e-04	4.546463e-03	2.398016e-02
56            	7.051163e-04	4.485802e-03	2.379884e-02
57            	7.033979e-04	4.426962e-03	2.367495e-02
58            	7.076049e-04	4.370147e-03	2.381202e-02
59            	7.046639e-04	4.315653e-03	2.399460e-02
60            	7.136139e-04	4.263559e-03	2.401285e-02
61            	7.215678e-04	4.214129e-03	2.380634e-02
62            	7.798781e-04	4.166075e-03	2.359810e-02
63            	7.977473e-04	4.119459e-03	2.363205e-02
64            	8.159949e-04	4.073797e-03	2.364355e-02
65            	8.521748e-04	4.029800e-03	2.341571e-02
66            	8.703626e-04	3.987655e-03	2.320700e-02
67            	9.233911e-04	3.946088e-03	2.302189e-02
68            	1.029924e-03	3.904945e-03	2.271694e-02
69            	1.117425e-03	3.865166e-03	2.251545e-02
70            	1.173019e-03	3.825901e-03	2.238780e-02
71            	1.193983e-03	3.788747e-03	2.224301e-02
72            	1.268961e-03	3.752346e-03	2.206755e-02
73            	1.391376e-03	3.716570e-03	2.195781e-02
74            	1.495157e-03	3.681529e-03	2.178164e-02
75            	1.787792e-03	3.647019e-03	2.139853e-02
76            	1.901195e-03	3.613033e-03	2.100427e-02
77            	2.015008e-03	3.580678e-03	2.054575e-02
78            	2.282609e-03	3.549488e-03	2.003303e-02
79            	2.644664e-03	3.519260e-03	1.947777e-02
80            	3.148332e-03	3.490318e-03	1.895193e-02
81            	3.999550e-03	3.462452e-03	1.847155e-02
82            	4.778385e-03	3.436234e-03	1.799453e-02
83            	5.719312e-03	3.411763e-03	1.759738e-02
84            	7.184748e-03	3.388352e-03	1.716019e-02
85            	8.592467e-03	3.366318e-03	1.679466e-02
86            	8.705369e-03	3.343783e-03	1.660396e-02
87            	1.502214e-01	3.381438e-03	2.105344e-02
88            	3.587375e-02	3.328234e-03	2.593316e-02
89            	1.705900e-02	3.328608e-03	1.744484e-02
90            	4.442149e-02	3.311137e-03	2.011846e-02
91            	3.041094e-02	3.289133e-03	2.178815e-02
92            	9.615730e-03	3.266819e-03	2.466133e-02
93            	7.662742e-03	3.245946e-03	2.560666e-02
94            	8.230791e-03	3.227717e-03	2.340780e-02
95            	1.014530e-02	3.212076e-03	2.037105e-02
96            	1.499975e-02	3.197772e-03	1.746617e-02
97            	4.250078e-01	3.215427e-03	2.039488e-02
98            	5.276876e-02	3.179290e-03	3.401461e-02
