# Residuals   
# Time        	p             	Ux            	Uy            
0             	N/A	N/A
1             	9.999895e-01	0.000000e+00	0.000000e+00
2             	1.000000e+00	1.179932e-01	1.000000e+00
3             	1.055443e-01	1.393911e-01	5.817475e-01
4             	2.868328e-02	7.650687e-02	5.054114e-01
5             	4.466065e-02	4.691189e-02	5.462081e-01
6             	1.216457e-01	3.534237e-02	4.025289e-01
7             	7.229036e-02	2.724029e-02	4.590177e-01
8             	3.405470e-02	2.129524e-02	4.578352e-01
9             	2.206842e-02	1.735616e-02	4.461054e-01
10            	1.785164e-02	1.473074e-02	4.911155e-01
11            	1.890826e-02	1.271719e-02	5.458362e-01
12            	2.347325e-02	1.118422e-02	5.518716e-01
13            	3.397138e-02	1.007741e-02	4.514604e-01
14            	7.752410e-02	9.248150e-03	3.491070e-01
15            	3.796094e-02	8.602853e-03	3.339088e-01
16            	2.149109e-02	8.301060e-03	3.330213e-01
17            	1.915213e-02	8.173056e-03	3.644904e-01
18            	2.041258e-02	8.051585e-03	4.486979e-01
19            	2.394158e-02	7.971088e-03	4.476306e-01
20            	2.571454e-02	7.910361e-03	3.779263e-01
21            	2.800605e-02	7.813165e-03	3.668330e-01
22            	2.745085e-02	7.724139e-03	3.837121e-01
23            	2.452482e-02	7.635403e-03	4.378628e-01
24            	2.110118e-02	7.541846e-03	5.205808e-01
25            	1.791241e-02	7.455493e-03	4.048817e-01
26            	1.610624e-02	7.369367e-03	2.702752e-01
27            	1.496262e-02	7.264743e-03	1.913294e-01
28            	1.530396e-02	7.180740e-03	1.602029e-01
29            	2.111692e-02	7.096424e-03	1.509900e-01
30            	2.870535e-02	6.993922e-03	1.537122e-01
31            	5.803320e-02	6.900713e-03	1.572603e-01
32            	3.755598e-02	6.835229e-03	1.577735e-01
33            	1.917367e-02	6.769932e-03	1.142672e-01
34            	1.654478e-02	6.697462e-03	1.018103e-01
35            	1.404899e-02	6.633968e-03	9.836575e-02
36            	1.366021e-02	6.581959e-03	1.186854e-01
37            	1.207548e-02	6.522343e-03	1.062003e-01
38            	1.285209e-02	6.464380e-03	9.445905e-02
39            	1.297497e-02	6.418434e-03	9.228991e-02
40            	1.343366e-02	6.371980e-03	8.207924e-02
41            	1.353974e-02	6.319381e-03	7.683068e-02
42            	1.448368e-02	6.280270e-03	6.847224e-02
43            	1.870153e-02	6.247425e-03	6.040023e-02
44            	2.059127e-02	6.211116e-03	6.630373e-02
45            	1.817946e-02	6.176001e-03	3.951730e-02
46            	2.310946e-02	6.144875e-03	4.039704e-02
47            	1.796574e-02	6.108000e-03	4.069098e-02
48            	1.997172e-02	6.084846e-03	4.585479e-02
49            	2.021785e-02	6.064076e-03	4.184515e-02
50            	1.722486e-02	6.039663e-03	3.682593e-02
51            	1.425104e-02	6.012474e-03	3.235437e-02
52            	1.408963e-02	5.987635e-03	4.015505e-02
53            	1.199005e-02	5.970814e-03	2.639324e-02
54            	1.168804e-02	5.955195e-03	2.737841e-02
55            	1.067153e-02	5.935852e-03	2.378267e-02
56            	1.271648e-02	5.915788e-03	2.836978e-02
57            	1.638643e-02	5.897149e-03	4.664291e-02
58            	2.108310e-02	5.883602e-03	4.694799e-02
59            	1.616380e-02	5.869204e-03	3.544809e-02
60            	1.427422e-02	5.851716e-03	5.324767e-02
61            	1.903498e-02	5.841541e-03	4.496281e-02
62            	1.751637e-02	5.828573e-03	4.378663e-02
63            	1.238258e-02	5.808742e-03	3.119874e-02
64            	1.237711e-02	5.792171e-03	4.003659e-02
65            	1.118658e-02	5.776520e-03	3.878424e-02
66            	1.880773e-02	5.761888e-03	5.539391e-02
67            	1.843676e-02	5.748095e-03	5.182735e-02
68            	1.547786e-02	5.729547e-03	4.234363e-02
69            	1.238934e-02	5.713066e-03	3.676333e-02
70            	1.112022e-02	5.692813e-03	2.757438e-02
71            	1.368589e-02	5.677643e-03	4.729516e-02
72            	1.221430e-02	5.663034e-03	4.924730e-02
73            	1.727178e-02	5.636221e-03	6.942729e-02
74            	1.127876e-02	5.612898e-03	4.138370e-02
75            	8.980301e-03	5.589854e-03	4.942622e-02
76            	1.353189e-02	5.569542e-03	4.275045e-02
77            	1.771254e-02	5.542275e-03	4.293820e-02
78            	1.512644e-02	5.512807e-03	4.503271e-02
79            	2.131650e-02	5.489362e-03	7.293851e-02
80            	1.141294e-02	5.464743e-03	4.176042e-02
81            	1.205998e-02	5.427359e-03	3.769561e-02
82            	1.058907e-02	5.392296e-03	2.760878e-02
83            	7.930151e-03	5.352331e-03	2.588863e-02
84            	8.924972e-03	5.312944e-03	2.420384e-02
85            	7.464798e-03	5.267321e-03	2.987474e-02
86            	7.418880e-03	5.160471e-03	2.153684e-02
87            	8.352424e-03	5.080952e-03	2.425341e-02
88            	1.230080e-02	4.998808e-03	4.141650e-02
89            	1.258715e-02	4.939471e-03	4.578210e-02
90            	1.006168e-02	4.880106e-03	4.495973e-02
91            	1.130890e-02	4.810693e-03	4.920016e-02
92            	1.007781e-02	4.745650e-03	4.130810e-02
93            	1.312444e-02	4.688322e-03	3.993629e-02
94            	1.192908e-02	4.627422e-03	3.239745e-02
95            	1.116860e-02	4.563232e-03	5.369672e-02
96            	1.085008e-02	4.499446e-03	3.604138e-02
97            	1.499079e-02	4.428281e-03	5.716081e-02
98            	1.048964e-02	4.363760e-03	3.824614e-02
99            	1.521543e-02	4.301934e-03	4.893848e-02
100           	1.087000e-02	4.246468e-03	4.654072e-02
101           	1.156963e-02	4.186190e-03	5.165327e-02
102           	1.388945e-02	4.118227e-03	3.314807e-02
103           	1.916841e-02	4.050365e-03	5.044144e-02
104           	1.851217e-02	3.989408e-03	4.051537e-02
105           	1.601420e-02	3.923559e-03	4.489485e-02
106           	1.588489e-02	3.859300e-03	4.317048e-02
107           	1.787803e-02	3.797249e-03	6.234033e-02
108           	1.447000e-02	3.734174e-03	4.544437e-02
109           	1.501465e-02	3.671388e-03	5.199941e-02
110           	1.218516e-02	3.608139e-03	3.395420e-02
111           	1.577589e-02	3.545460e-03	3.672831e-02
112           	2.353261e-02	3.484369e-03	4.479781e-02
113           	1.757285e-02	3.428853e-03	6.213996e-02
114           	1.921511e-02	3.372064e-03	7.922859e-02
115           	1.352028e-02	3.311867e-03	4.651742e-02
116           	1.460267e-02	3.249679e-03	4.731682e-02
117           	1.760843e-02	3.185710e-03	7.958633e-02
118           	1.463256e-02	3.124016e-03	5.096528e-02
119           	1.295702e-02	3.070544e-03	4.576385e-02
120           	1.446159e-02	3.014547e-03	5.385815e-02
121           	1.513683e-02	2.959211e-03	6.564966e-02
122           	9.072830e-03	2.904580e-03	5.862641e-02
123           	1.686284e-02	2.844033e-03	4.916279e-02
124           	2.113718e-02	2.786616e-03	6.553002e-02
125           	2.681225e-02	2.722311e-03	6.163581e-02
126           	2.426933e-02	2.667503e-03	6.267665e-02
127           	2.705316e-02	2.612833e-03	6.061880e-02
128           	1.721517e-02	2.557469e-03	7.165303e-02
129           	2.002070e-02	2.500593e-03	5.872361e-02
130           	1.617474e-02	2.444228e-03	4.636810e-02
131           	2.503555e-02	2.391825e-03	5.182961e-02
132           	2.340464e-02	2.333761e-03	5.214463e-02
133           	2.030730e-02	2.284861e-03	5.338757e-02
134           	2.639917e-02	2.232494e-03	6.527404e-02
135           	1.863827e-02	2.180232e-03	4.440534e-02
136           	2.407541e-02	2.132213e-03	6.774891e-02
137           	4.539943e-02	2.074999e-03	8.929000e-02
138           	4.139597e-02	2.024971e-03	1.019240e-01
139           	6.017634e-02	1.981352e-03	8.169010e-02
140           	7.794046e-02	1.934129e-03	8.918067e-02
141           	1.150290e-01	1.886684e-03	5.953520e-02
142           	8.064223e-02	1.835733e-03	1.017299e-01
143           	8.957920e-02	1.790073e-03	9.401692e-02
144           	5.868471e-02	1.748515e-03	5.671191e-02
145           	4.874964e-02	1.702639e-03	6.752905e-02
146           	4.561044e-02	1.659239e-03	8.071572e-02
147           	4.313896e-02	1.609787e-03	7.753028e-02
148           	2.610931e-02	1.571247e-03	5.105635e-02
149           	2.925435e-02	1.526936e-03	8.204256e-02
150           	2.751597e-02	1.484587e-03	8.761414e-02
151           	5.117841e-02	1.442434e-03	1.295753e-01
152           	4.706619e-02	1.402598e-03	8.931198e-02
153           	3.420446e-02	1.356409e-03	1.350246e-01
154           	2.030992e-02	1.318324e-03	6.721444e-02
155           	2.283295e-02	1.281111e-03	4.922740e-02
156           	4.845970e-02	1.246767e-03	1.548973e-01
157           	3.094805e-02	1.210117e-03	9.233878e-02
158           	2.301224e-02	1.172652e-03	1.223702e-01
159           	2.594606e-02	1.137980e-03	8.892886e-02
160           	2.611059e-02	1.101586e-03	1.041764e-01
161           	2.175664e-02	1.067267e-03	1.030208e-01
162           	4.645965e-02	1.034927e-03	1.317635e-01
163           	4.620091e-02	1.003582e-03	1.511947e-01
164           	3.621907e-02	9.707388e-04	1.256270e-01
165           	2.046918e-02	9.407581e-04	1.266340e-01
166           	1.893061e-02	9.093485e-04	1.773939e-01
167           	2.630217e-02	8.818371e-04	1.616688e-01
168           	2.683884e-02	8.522141e-04	1.277185e-01
169           	3.054015e-02	8.249076e-04	1.405333e-01
170           	5.100739e-02	8.005100e-04	1.567419e-01
171           	3.288794e-02	7.714448e-04	1.581035e-01
172           	2.307423e-02	7.487245e-04	1.650653e-01
173           	2.886651e-02	7.213651e-04	1.183359e-01
174           	3.268171e-02	6.971125e-04	1.572313e-01
175           	5.155466e-02	6.763296e-04	1.928106e-01
176           	5.714931e-02	6.561068e-04	2.574820e-01
177           	3.208168e-02	6.390494e-04	2.018496e-01
178           	3.733791e-02	6.129565e-04	2.013610e-01
179           	3.321380e-02	5.885417e-04	1.092556e-01
180           	4.938560e-02	5.736587e-04	1.811827e-01
181           	5.182178e-02	5.532201e-04	2.392847e-01
182           	3.328258e-02	5.367796e-04	2.679163e-01
183           	1.877778e-02	5.201830e-04	1.204145e-01
184           	2.998738e-02	5.038519e-04	1.863985e-01
185           	2.713252e-02	4.859143e-04	1.961728e-01
186           	2.407267e-02	4.687495e-04	1.811022e-01
187           	2.257883e-02	4.554231e-04	2.126578e-01
188           	2.199096e-02	4.422406e-04	1.615678e-01
189           	2.507851e-02	4.325831e-04	1.564160e-01
190           	2.624092e-02	4.231932e-04	2.299971e-01
191           	2.567455e-02	4.127012e-04	2.174186e-01
192           	2.230778e-02	3.999227e-04	2.697779e-01
193           	1.916045e-02	3.908340e-04	1.763136e-01
194           	1.998724e-02	3.830897e-04	2.408041e-01
195           	2.742813e-02	3.734185e-04	2.695982e-01
196           	2.079069e-02	3.650006e-04	2.575518e-01
197           	1.964194e-02	3.612572e-04	1.974542e-01
198           	2.257113e-02	3.580800e-04	1.678534e-01
199           	1.597011e-02	3.520187e-04	1.650405e-01
200           	1.614414e-02	3.492409e-04	1.591482e-01
201           	1.725575e-02	3.480401e-04	1.805096e-01
202           	1.449058e-02	3.471557e-04	1.368668e-01
203           	1.702870e-02	3.452980e-04	2.036184e-01
204           	2.052243e-02	3.530724e-04	2.410608e-01
205           	1.160699e-02	3.607854e-04	1.424770e-01
206           	1.550928e-02	3.706239e-04	1.480962e-01
207           	1.958302e-02	3.789492e-04	1.473717e-01
208           	1.731933e-02	3.873043e-04	1.373684e-01
