0.000E+00,0.000E+00,2.049E-06
5.025E-03,5.187E-02,1.835E-05
1.005E-02,1.035E-01,5.115E-05
1.508E-02,1.543E-01,1.664E-04
2.010E-02,2.043E-01,3.481E-04
2.513E-02,2.527E-01,6.999E-04
3.015E-02,2.992E-01,1.133E-03
3.518E-02,3.421E-01,1.724E-03
4.020E-02,3.822E-01,2.328E-03
4.523E-02,4.173E-01,2.958E-03
5.025E-02,4.502E-01,3.553E-03
5.528E-02,4.780E-01,4.060E-03
6.030E-02,5.047E-01,4.541E-03
6.533E-02,5.269E-01,4.905E-03
7.035E-02,5.491E-01,5.268E-03
7.538E-02,5.671E-01,5.520E-03
8.040E-02,5.851E-01,5.772E-03
8.543E-02,6.008E-01,5.962E-03
9.045E-02,6.157E-01,6.134E-03
9.548E-02,6.296E-01,6.278E-03
1.005E-01,6.422E-01,6.393E-03
1.055E-01,6.545E-01,6.503E-03
1.106E-01,6.653E-01,6.577E-03
1.156E-01,6.761E-01,6.652E-03
1.206E-01,6.859E-01,6.707E-03
1.256E-01,6.952E-01,6.754E-03
1.307E-01,7.043E-01,6.796E-03
1.357E-01,7.125E-01,6.822E-03
1.407E-01,7.206E-01,6.848E-03
1.457E-01,7.282E-01,6.865E-03
1.508E-01,7.355E-01,6.876E-03
1.558E-01,7.427E-01,6.887E-03
1.608E-01,7.492E-01,6.887E-03
1.658E-01,7.556E-01,6.887E-03
1.709E-01,7.619E-01,6.885E-03
1.759E-01,7.677E-01,6.876E-03
1.809E-01,7.735E-01,6.868E-03
1.859E-01,7.790E-01,6.856E-03
1.910E-01,7.843E-01,6.841E-03
1.960E-01,7.895E-01,6.825E-03
2.010E-01,7.945E-01,6.807E-03
2.060E-01,7.992E-01,6.787E-03
2.111E-01,8.040E-01,6.766E-03
2.161E-01,8.085E-01,6.743E-03
2.211E-01,8.128E-01,6.719E-03
2.261E-01,8.171E-01,6.694E-03
2.312E-01,8.213E-01,6.667E-03
2.362E-01,8.252E-01,6.639E-03
2.412E-01,8.292E-01,6.611E-03
2.462E-01,8.330E-01,6.582E-03
2.513E-01,8.367E-01,6.551E-03
2.563E-01,8.403E-01,6.520E-03
2.613E-01,8.439E-01,6.489E-03
2.663E-01,8.472E-01,6.455E-03
2.714E-01,8.506E-01,6.422E-03
2.764E-01,8.539E-01,6.389E-03
2.814E-01,8.570E-01,6.354E-03
2.864E-01,8.601E-01,6.319E-03
2.915E-01,8.632E-01,6.283E-03
2.965E-01,8.662E-01,6.247E-03
3.015E-01,8.690E-01,6.211E-03
3.065E-01,8.719E-01,6.174E-03
3.116E-01,8.747E-01,6.137E-03
3.166E-01,8.774E-01,6.099E-03
3.216E-01,8.800E-01,6.061E-03
3.266E-01,8.826E-01,6.023E-03
3.317E-01,8.852E-01,5.985E-03
3.367E-01,8.876E-01,5.946E-03
3.417E-01,8.900E-01,5.907E-03
3.467E-01,8.924E-01,5.868E-03
3.518E-01,8.948E-01,5.829E-03
3.568E-01,8.970E-01,5.790E-03
3.618E-01,8.992E-01,5.751E-03
3.668E-01,9.014E-01,5.712E-03
3.719E-01,9.035E-01,5.673E-03
3.769E-01,9.055E-01,5.634E-03
3.819E-01,9.076E-01,5.596E-03
3.869E-01,9.096E-01,5.557E-03
3.920E-01,9.115E-01,5.519E-03
3.970E-01,9.133E-01,5.480E-03
4.020E-01,9.152E-01,5.442E-03
4.070E-01,9.170E-01,5.404E-03
4.121E-01,9.188E-01,5.367E-03
4.171E-01,9.205E-01,5.330E-03
4.221E-01,9.221E-01,5.293E-03
4.271E-01,9.238E-01,5.256E-03
4.322E-01,9.254E-01,5.220E-03
4.372E-01,9.270E-01,5.183E-03
4.422E-01,9.285E-01,5.147E-03
4.472E-01,9.301E-01,5.111E-03
4.523E-01,9.316E-01,5.076E-03
4.573E-01,9.330E-01,5.040E-03
4.623E-01,9.345E-01,5.005E-03
4.673E-01,9.359E-01,4.970E-03
4.724E-01,9.373E-01,4.935E-03
4.774E-01,9.387E-01,4.901E-03
4.824E-01,9.400E-01,4.866E-03
4.874E-01,9.413E-01,4.832E-03
4.925E-01,9.427E-01,4.798E-03
4.975E-01,9.440E-01,4.764E-03
5.025E-01,9.452E-01,4.731E-03
5.075E-01,9.464E-01,4.698E-03
5.126E-01,9.476E-01,4.664E-03
5.176E-01,9.489E-01,4.631E-03
5.226E-01,9.501E-01,4.599E-03
5.276E-01,9.512E-01,4.566E-03
5.327E-01,9.523E-01,4.534E-03
5.377E-01,9.535E-01,4.502E-03
5.427E-01,9.546E-01,4.470E-03
5.477E-01,9.557E-01,4.439E-03
5.528E-01,9.567E-01,4.408E-03
5.578E-01,9.578E-01,4.377E-03
5.628E-01,9.588E-01,4.346E-03
5.678E-01,9.599E-01,4.315E-03
5.729E-01,9.608E-01,4.285E-03
5.779E-01,9.618E-01,4.255E-03
5.829E-01,9.628E-01,4.225E-03
5.879E-01,9.638E-01,4.196E-03
5.930E-01,9.647E-01,4.166E-03
5.980E-01,9.656E-01,4.137E-03
6.030E-01,9.665E-01,4.109E-03
6.080E-01,9.674E-01,4.080E-03
6.131E-01,9.683E-01,4.052E-03
6.181E-01,9.692E-01,4.024E-03
6.231E-01,9.700E-01,3.996E-03
6.281E-01,9.708E-01,3.969E-03
6.332E-01,9.717E-01,3.942E-03
6.382E-01,9.725E-01,3.915E-03
6.432E-01,9.733E-01,3.888E-03
6.482E-01,9.741E-01,3.862E-03
6.533E-01,9.748E-01,3.837E-03
6.583E-01,9.756E-01,3.811E-03
6.633E-01,9.763E-01,3.786E-03
6.683E-01,9.771E-01,3.760E-03
6.734E-01,9.778E-01,3.735E-03
6.784E-01,9.785E-01,3.711E-03
6.834E-01,9.792E-01,3.687E-03
6.884E-01,9.798E-01,3.664E-03
6.935E-01,9.805E-01,3.640E-03
6.985E-01,9.812E-01,3.617E-03
7.035E-01,9.818E-01,3.593E-03
7.085E-01,9.824E-01,3.571E-03
7.136E-01,9.830E-01,3.550E-03
7.186E-01,9.836E-01,3.528E-03
7.236E-01,9.842E-01,3.506E-03
7.286E-01,9.848E-01,3.484E-03
7.337E-01,9.854E-01,3.463E-03
7.387E-01,9.860E-01,3.443E-03
7.437E-01,9.865E-01,3.423E-03
7.487E-01,9.870E-01,3.404E-03
7.538E-01,9.876E-01,3.384E-03
7.588E-01,9.881E-01,3.364E-03
7.638E-01,9.886E-01,3.345E-03
7.688E-01,9.891E-01,3.327E-03
7.739E-01,9.895E-01,3.310E-03
7.789E-01,9.900E-01,3.292E-03
7.839E-01,9.905E-01,3.275E-03
7.889E-01,9.909E-01,3.257E-03
7.940E-01,9.914E-01,3.240E-03
7.990E-01,9.918E-01,3.224E-03
8.040E-01,9.922E-01,3.209E-03
8.090E-01,9.926E-01,3.194E-03
8.141E-01,9.929E-01,3.179E-03
8.191E-01,9.933E-01,3.163E-03
8.241E-01,9.937E-01,3.148E-03
8.291E-01,9.941E-01,3.134E-03
8.342E-01,9.944E-01,3.122E-03
8.392E-01,9.947E-01,3.109E-03
8.442E-01,9.950E-01,3.096E-03
8.492E-01,9.954E-01,3.083E-03
8.543E-01,9.957E-01,3.071E-03
8.593E-01,9.960E-01,3.058E-03
8.643E-01,9.963E-01,3.048E-03
8.693E-01,9.965E-01,3.038E-03
8.744E-01,9.968E-01,3.028E-03
8.794E-01,9.970E-01,3.018E-03
8.844E-01,9.973E-01,3.007E-03
8.894E-01,9.975E-01,2.997E-03
8.945E-01,9.978E-01,2.988E-03
8.995E-01,9.979E-01,2.981E-03
9.045E-01,9.981E-01,2.973E-03
9.095E-01,9.983E-01,2.966E-03
9.146E-01,9.985E-01,2.959E-03
9.196E-01,9.987E-01,2.951E-03
9.246E-01,9.989E-01,2.944E-03
9.296E-01,9.990E-01,2.938E-03
9.347E-01,9.991E-01,2.933E-03
9.397E-01,9.992E-01,2.929E-03
9.447E-01,9.993E-01,2.924E-03
9.497E-01,9.994E-01,2.920E-03
9.548E-01,9.995E-01,2.915E-03
9.598E-01,9.997E-01,2.911E-03
9.648E-01,9.997E-01,2.907E-03
9.698E-01,9.998E-01,2.906E-03
9.749E-01,9.998E-01,2.904E-03
9.799E-01,9.999E-01,2.903E-03
9.849E-01,9.999E-01,2.901E-03
9.899E-01,9.999E-01,2.900E-03
9.950E-01,1.000E+00,2.898E-03
1.000E+00,1.000E+00,2.897E-03
