y,U_x,U_y,U_z
0,0,0,0
0.00502513,0.0432659,-3.56147e-09,0
0.0100503,0.0864087,-8.58907e-09,0
0.0150754,0.128936,-2.09476e-08,0
0.0201005,0.171272,-3.64056e-08,0
0.0251256,0.213118,-5.98056e-08,0
0.0301508,0.254456,-8.67558e-08,0
0.0351759,0.294809,-1.20578e-07,0
0.040201,0.334133,-1.55385e-07,0
0.0452261,0.371504,-1.92064e-07,0
0.0502513,0.407587,-2.26244e-07,0
0.0552764,0.440544,-2.54363e-07,0
0.0603015,0.472622,-2.79967e-07,0
0.0653266,0.500699,-2.94112e-07,0
0.0703518,0.528743,-3.08163e-07,0
0.0753769,0.552445,-3.09807e-07,0
0.080402,0.576147,-3.11451e-07,0
0.0854271,0.597091,-3.07748e-07,0
0.0904523,0.617224,-3.0247e-07,0
0.0954774,0.635983,-2.96594e-07,0
0.100503,0.653216,-2.90055e-07,0
0.105528,0.670191,-2.83546e-07,0
0.110553,0.685045,-2.77275e-07,0
0.115578,0.6999,-2.71004e-07,0
0.120603,0.713438,-2.64966e-07,0
0.125628,0.726343,-2.59039e-07,0
0.130653,0.738972,-2.53113e-07,0
0.135678,0.750278,-2.47193e-07,0
0.140704,0.761584,-2.41272e-07,0
0.145729,0.772101,-2.3511e-07,0
0.150754,0.782088,-2.28786e-07,0
0.155779,0.792075,-2.22462e-07,0
0.160804,0.801021,-2.15605e-07,0
0.165829,0.809913,-2.0872e-07,0
0.170854,0.818597,-2.01729e-07,0
0.175879,0.826573,-1.94374e-07,0
0.180905,0.834548,-1.87019e-07,0
0.18593,0.842196,-1.79569e-07,0
0.190955,0.849399,-1.7199e-07,0
0.19598,0.856603,-1.64411e-07,0
0.201005,0.863451,-1.5694e-07,0
0.20603,0.869999,-1.49563e-07,0
0.211055,0.876547,-1.42185e-07,0
0.21608,0.882772,-1.35098e-07,0
0.221106,0.888759,-1.28226e-07,0
0.226131,0.894746,-1.21355e-07,0
0.231156,0.90048,-1.14673e-07,0
0.236181,0.905983,-1.08164e-07,0
0.241206,0.911487,-1.01655e-07,0
0.246231,0.916829,-9.48943e-08,0
0.251256,0.921912,-8.77338e-08,0
0.256281,0.926995,-8.05732e-08,0
0.261307,0.932021,-7.30405e-08,0
0.266332,0.936735,-6.35172e-08,0
0.271357,0.941449,-5.39939e-08,0
0.276382,0.946163,-4.44707e-08,0
0.281407,0.950603,-3.22294e-08,0
0.286432,0.95499,-1.9457e-08,0
0.291457,0.959377,-6.68461e-09,0
0.296482,0.963641,6.24876e-09,0
0.301508,0.967735,1.94042e-08,0
0.306533,0.971829,3.25596e-08,0
0.311558,0.975923,4.57151e-08,0
0.316583,0.979779,5.34809e-08,0
0.321608,0.98361,6.0687e-08,0
0.326633,0.987441,6.7893e-08,0
