y,U_x,U_y,U_z,k,nut
0,0,0,0,1.79378e-09,0
0.00502513,0.0187027,9.4298e-11,0,4.44838e-08,1.80179e-11
0.0100503,0.0372527,3.15374e-10,0,3.23832e-07,3.02248e-10
0.0150754,0.0557094,6.60066e-10,0,1.22911e-06,2.14638e-09
0.0201005,0.0740726,1.11223e-09,0,3.28175e-06,9.49084e-09
0.0251256,0.0923421,1.65376e-09,0,7.07502e-06,3.10786e-08
0.0301508,0.110518,2.26838e-09,0,1.32484e-05,8.28824e-08
0.0351759,0.128599,2.94044e-09,0,2.24729e-05,1.90609e-07
0.040201,0.146585,3.65423e-09,0,3.54385e-05,3.9209e-07
0.0452261,0.164475,4.39399e-09,0,5.28406e-05,7.39326e-07
0.0502513,0.182267,5.14379e-09,0,7.5366e-05,1.29992e-06
0.0552764,0.199959,5.88749e-09,0,0.000103676,2.15764e-06
0.0603015,0.217547,6.60869e-09,0,0.00013839,3.41182e-06
0.0653266,0.235028,7.29073e-09,0,0.000180064,5.17559e-06
0.0703518,0.252383,7.90786e-09,0,0.000230084,7.66547e-06
0.0753769,0.269614,8.44573e-09,0,0.000288169,1.09782e-05
0.080402,0.286715,8.8872e-09,0,0.000354546,1.5257e-05
0.0854271,0.303675,9.21703e-09,0,0.000429288,2.06372e-05
0.0904523,0.320486,9.42322e-09,0,0.00051231,2.72376e-05
0.0954774,0.337138,9.49814e-09,0,0.000603373,3.51557e-05
0.100503,0.353622,9.43953e-09,0,0.0007021,4.44637e-05
0.105528,0.369918,9.24463e-09,0,0.000808354,5.52889e-05
0.110553,0.385983,8.91621e-09,0,0.000922273,6.78858e-05
0.115578,0.401842,8.51254e-09,0,0.00104162,8.193e-05
0.120603,0.417491,8.07562e-09,0,0.0011655,9.7347e-05
0.125628,0.432925,7.6531e-09,0,0.00129305,0.000114044
0.130653,0.448139,7.29657e-09,0,0.00142345,0.00013193
0.135678,0.463046,7.1768e-09,0,0.00155599,0.000151193
0.140704,0.477726,7.38238e-09,0,0.00168887,0.000171262
0.145729,0.492182,8.01665e-09,0,0.00182139,0.000191995
0.150754,0.506419,9.13193e-09,0,0.00195297,0.000213138
0.155779,0.520364,1.07658e-08,0,0.0020821,0.000233362
0.160804,0.534085,1.26006e-08,0,0.00220845,0.000252397
0.165829,0.547619,1.44706e-08,0,0.00233216,0.000270937
0.170854,0.560974,1.62833e-08,0,0.00245314,0.000289343
0.175879,0.574047,1.76795e-08,0,0.00256915,0.000307834
0.180905,0.586949,1.88664e-08,0,0.00268182,0.000326333
0.18593,0.599688,1.98683e-08,0,0.00279121,0.000344826
0.190955,0.612203,2.06568e-08,0,0.00289583,0.000363265
0.19598,0.624513,2.12843e-08,0,0.00299578,0.000381597
0.201005,0.636675,2.18085e-08,0,0.00309231,0.000399832
0.20603,0.64865,2.2212e-08,0,0.00318435,0.000417919
0.211055,0.660408,2.25074e-08,0,0.00327108,0.000435784
0.21608,0.672037,2.27487e-08,0,0.00335455,0.000453496
0.221106,0.683491,2.29258e-08,0,0.0034336,0.000470989
0.226131,0.694744,2.3053e-08,0,0.00350747,0.000488188
0.231156,0.705883,2.31584e-08,0,0.0035784,0.000505214
0.236181,0.716839,2.32365e-08,0,0.00364462,0.000521948
0.241206,0.727627,2.32996e-08,0,0.00370652,0.000538402
0.246231,0.738317,2.33536e-08,0,0.00376587,0.000554692
0.251256,0.748797,2.33884e-08,0,0.00381988,0.000570639
0.256281,0.759161,2.34017e-08,0,0.00387098,0.000586418
0.261307,0.76941,2.33936e-08,0,0.0039192,0.00060203
0.266332,0.779462,2.33008e-08,0,0.00396259,0.000617427
0.271357,0.789436,2.31473e-08,0,0.0040041,0.000632769
0.276382,0.799236,2.28227e-08,0,0.00404148,0.000648023
0.281407,0.808915,2.22443e-08,0,0.00407611,0.00066331
0.286432,0.818493,2.14526e-08,0,0.00410843,0.000678623
0.291457,0.827886,2.00134e-08,0,0.00413667,0.000694103
0.296482,0.837218,1.84081e-08,0,0.0041636,0.000709561
0.301508,0.846358,1.64651e-08,0,0.00418645,0.000724637
0.306533,0.855422,1.45472e-08,0,0.00420765,0.000738687
0.311558,0.864357,1.26718e-08,0,0.00422605,0.000750995
0.316583,0.873179,1.1102e-08,0,0.00424199,0.000761856
0.321608,0.881926,9.73825e-09,0,0.00425627,0.000771741
0.326633,0.890531,9.02033e-09,0,0.00426758,0.000781288
0.331658,0.899099,8.46451e-09,0,0.00427814,0.000790749
0.336683,0.907497,8.33759e-09,0,0.00428538,0.000799864
0.341709,0.915868,8.2445e-09,0,0.00429215,0.000808934
0.346734,0.924087,8.31154e-09,0,0.0042962,0.000817755
0.351759,0.932263,8.38997e-09,0,0.00429954,0.000826519
0.356784,0.94031,8.50228e-09,0,0.00430076,0.000835119
0.361809,0.948298,8.60476e-09,0,0.00430106,0.000843662
0.366834,0.956174,8.68899e-09,0,0.00429968,0.0008521
0.371859,0.963978,8.74655e-09,0,0.0042973,0.00086049
0.376884,0.971683,8.76751e-09,0,0.00429353,0.000868816
0.38191,0.979309,8.75066e-09,0,0.00428874,0.000877107
0.386935,0.986844,8.69043e-09,0,0.00428277,0.000885358
0.39196,0.994297,8.58341e-09,0,0.00427581,0.000893584
0.396985,1.00166,8.42617e-09,0,0.0042678,0.000901785
0.40201,1.00895,8.2223e-09,0,0.00425889,0.000909966
0.407035,1.01614,7.96606e-09,0,0.00424896,0.000918125
0.41206,1.02326,7.67028e-09,0,0.00423826,0.000926267
0.417085,1.03029,7.32239e-09,0,0.00422654,0.000934384
0.422111,1.03725,6.9486e-09,0,0.0042142,0.000942482
0.427136,1.0441,6.52938e-09,0,0.00420077,0.000950547
0.432161,1.05092,6.10041e-09,0,0.00418691,0.000958592
0.437186,1.0576,5.64447e-09,0,0.00417186,0.000966586
0.442211,1.06426,5.18902e-09,0,0.00415659,0.000974567
0.447236,1.07078,4.7366e-09,0,0.00413997,0.000982467
0.452261,1.07729,4.28418e-09,0,0.00412336,0.000990368
0.457286,1.08364,3.89122e-09,0,0.00410527,0.000998155
0.462312,1.08999,3.49939e-09,0,0.00408716,0.00100594
0.467337,1.0962,3.19916e-09,0,0.0040679,0.00101362
0.472362,1.10238,2.92272e-09,0,0.00404834,0.00102127
0.477387,1.10846,2.72793e-09,0,0.00402799,0.00102882
0.482412,1.11447,2.59337e-09,0,0.00400704,0.00103632
0.487437,1.12042,2.49393e-09,0,0.00398566,0.00104376
0.492462,1.12626,2.46716e-09,0,0.00396337,0.00105108
0.497487,1.1321,2.443e-09,0,0.00394103,0.0010584
0.502513,1.13777,2.47504e-09,0,0.00391746,0.00106555
0.507538,1.14344,2.50708e-09,0,0.00389389,0.00107269
0.512563,1.14899,2.56551e-09,0,0.00386942,0.00107971
0.517588,1.1545,2.63366e-09,0,0.00384462,0.00108667
0.522613,1.15994,2.68422e-09,0,0.00381938,0.00109357
