0.000E+00,0.000E+00,6.587E-06
5.025E-03,7.099E-02,5.864E-05
1.005E-02,1.414E-01,1.577E-04
1.508E-02,2.088E-01,4.921E-04
2.010E-02,2.736E-01,9.383E-04
2.513E-02,3.315E-01,1.671E-03
3.015E-02,3.846E-01,2.420E-03
3.518E-02,4.284E-01,3.202E-03
4.020E-02,4.681E-01,3.899E-03
4.523E-02,4.999E-01,4.435E-03
5.025E-02,5.293E-01,4.911E-03
5.528E-02,5.531E-01,5.240E-03
6.030E-02,5.759E-01,5.546E-03
6.533E-02,5.944E-01,5.744E-03
7.035E-02,6.128E-01,5.942E-03
7.538E-02,6.276E-01,6.061E-03
8.040E-02,6.424E-01,6.180E-03
8.543E-02,6.552E-01,6.261E-03
9.045E-02,6.673E-01,6.330E-03
9.548E-02,6.786E-01,6.385E-03
1.005E-01,6.889E-01,6.424E-03
1.055E-01,6.990E-01,6.460E-03
1.106E-01,7.079E-01,6.478E-03
1.156E-01,7.167E-01,6.496E-03
1.206E-01,7.247E-01,6.504E-03
1.256E-01,7.324E-01,6.508E-03
1.307E-01,7.400E-01,6.510E-03
1.357E-01,7.468E-01,6.503E-03
1.407E-01,7.536E-01,6.497E-03
1.457E-01,7.599E-01,6.487E-03
1.508E-01,7.660E-01,6.473E-03
1.558E-01,7.720E-01,6.460E-03
1.608E-01,7.775E-01,6.441E-03
1.658E-01,7.829E-01,6.422E-03
1.709E-01,7.883E-01,6.402E-03
1.759E-01,7.932E-01,6.380E-03
1.809E-01,7.981E-01,6.357E-03
1.859E-01,8.029E-01,6.332E-03
1.910E-01,8.073E-01,6.306E-03
1.960E-01,8.118E-01,6.280E-03
2.010E-01,8.161E-01,6.253E-03
2.060E-01,8.202E-01,6.224E-03
2.111E-01,8.243E-01,6.196E-03
2.161E-01,8.282E-01,6.166E-03
2.211E-01,8.320E-01,6.135E-03
2.261E-01,8.358E-01,6.105E-03
2.312E-01,8.394E-01,6.073E-03
2.362E-01,8.429E-01,6.041E-03
2.412E-01,8.464E-01,6.009E-03
2.462E-01,8.497E-01,5.976E-03
2.513E-01,8.530E-01,5.942E-03
2.563E-01,8.562E-01,5.909E-03
2.613E-01,8.593E-01,5.875E-03
2.663E-01,8.623E-01,5.840E-03
2.714E-01,8.653E-01,5.805E-03
2.764E-01,8.683E-01,5.771E-03
2.814E-01,8.711E-01,5.735E-03
2.864E-01,8.738E-01,5.700E-03
2.915E-01,8.766E-01,5.664E-03
2.965E-01,8.793E-01,5.628E-03
3.015E-01,8.818E-01,5.592E-03
3.065E-01,8.844E-01,5.556E-03
3.116E-01,8.869E-01,5.520E-03
3.166E-01,8.893E-01,5.483E-03
3.216E-01,8.917E-01,5.447E-03
3.266E-01,8.940E-01,5.410E-03
3.317E-01,8.963E-01,5.374E-03
3.367E-01,8.985E-01,5.337E-03
3.417E-01,9.007E-01,5.301E-03
3.467E-01,9.029E-01,5.264E-03
3.518E-01,9.049E-01,5.228E-03
3.568E-01,9.069E-01,5.192E-03
3.618E-01,9.089E-01,5.156E-03
3.668E-01,9.110E-01,5.120E-03
3.719E-01,9.128E-01,5.085E-03
3.769E-01,9.147E-01,5.050E-03
3.819E-01,9.165E-01,5.015E-03
3.869E-01,9.183E-01,4.979E-03
3.920E-01,9.201E-01,4.945E-03
3.970E-01,9.218E-01,4.910E-03
4.020E-01,9.235E-01,4.876E-03
4.070E-01,9.251E-01,4.841E-03
4.121E-01,9.267E-01,4.808E-03
4.171E-01,9.283E-01,4.774E-03
4.221E-01,9.299E-01,4.740E-03
4.271E-01,9.314E-01,4.707E-03
4.322E-01,9.329E-01,4.674E-03
4.372E-01,9.344E-01,4.641E-03
4.422E-01,9.358E-01,4.608E-03
4.472E-01,9.373E-01,4.576E-03
4.523E-01,9.387E-01,4.543E-03
4.573E-01,9.400E-01,4.511E-03
4.623E-01,9.414E-01,4.480E-03
4.673E-01,9.427E-01,4.448E-03
4.724E-01,9.440E-01,4.416E-03
4.774E-01,9.453E-01,4.385E-03
4.824E-01,9.465E-01,4.354E-03
4.874E-01,9.478E-01,4.324E-03
4.925E-01,9.490E-01,4.293E-03
4.975E-01,9.502E-01,4.263E-03
5.025E-01,9.513E-01,4.233E-03
5.075E-01,9.525E-01,4.203E-03
5.126E-01,9.536E-01,4.174E-03
5.176E-01,9.548E-01,4.144E-03
5.226E-01,9.558E-01,4.115E-03
5.276E-01,9.569E-01,4.087E-03
5.327E-01,9.579E-01,4.058E-03
5.377E-01,9.590E-01,4.030E-03
5.427E-01,9.600E-01,4.001E-03
5.477E-01,9.610E-01,3.974E-03
5.528E-01,9.620E-01,3.947E-03
5.578E-01,9.629E-01,3.919E-03
5.628E-01,9.639E-01,3.892E-03
5.678E-01,9.649E-01,3.865E-03
5.729E-01,9.658E-01,3.839E-03
5.779E-01,9.666E-01,3.813E-03
5.829E-01,9.675E-01,3.787E-03
5.879E-01,9.684E-01,3.762E-03
5.930E-01,9.693E-01,3.736E-03
5.980E-01,9.701E-01,3.711E-03
6.030E-01,9.709E-01,3.687E-03
6.080E-01,9.717E-01,3.662E-03
6.131E-01,9.725E-01,3.638E-03
6.181E-01,9.733E-01,3.614E-03
6.231E-01,9.741E-01,3.590E-03
6.281E-01,9.748E-01,3.567E-03
6.332E-01,9.755E-01,3.544E-03
6.382E-01,9.763E-01,3.522E-03
6.432E-01,9.770E-01,3.499E-03
6.482E-01,9.777E-01,3.476E-03
