y,U_x,U_y,U_z
0,0,0,0
0.00502513,0.0151431,-9.90402e-11,0
0.0100503,0.030245,-2.17841e-10,0
0.0150754,0.0451416,-4.35448e-10,0
0.0201005,0.0599974,-6.76313e-10,0
0.0251256,0.0747486,-9.76777e-10,0
0.0301508,0.0894487,-1.29687e-09,0
0.0351759,0.10405,-1.65496e-09,0
0.040201,0.118598,-2.01431e-09,0
0.0452261,0.133045,-2.37605e-09,0
0.0502513,0.147446,-2.72362e-09,0
0.0552764,0.161734,-3.03682e-09,0
0.0603015,0.175993,-3.3316e-09,0
0.0653266,0.190117,-3.5424e-09,0
0.0703518,0.20424,-3.75202e-09,0
0.0753769,0.218196,-3.80515e-09,0
0.080402,0.232152,-3.85827e-09,0
0.0854271,0.245974,-3.74598e-09,0
0.0904523,0.259757,-3.58501e-09,0
0.0954774,0.273455,-3.29615e-09,0
0.100503,0.287059,-2.86515e-09,0
0.105528,0.300643,-2.39892e-09,0
0.110553,0.314063,-1.6436e-09,0
0.115578,0.327483,-8.88273e-10,0
0.120603,0.340776,1.20565e-10,0
0.125628,0.354007,1.25102e-09,0
0.130653,0.367204,2.45447e-09,0
0.135678,0.380241,4.0065e-09,0
0.140704,0.393277,5.55852e-09,0
0.145729,0.406194,7.38709e-09,0
0.150754,0.419031,9.40102e-09,0
0.155779,0.431867,1.14149e-08,0
0.160804,0.444508,1.38991e-08,0
0.165829,0.457139,1.64079e-08,0
0.170854,0.469721,1.90339e-08,0
0.175879,0.48214,2.20615e-08,0
0.180905,0.494559,2.50891e-08,0
0.18593,0.506886,2.83423e-08,0
0.190955,0.519087,3.19025e-08,0
0.19598,0.531288,3.54628e-08,0
0.201005,0.543368,3.93127e-08,0
0.20603,0.555345,4.34087e-08,0
0.211055,0.567322,4.75048e-08,0
0.21608,0.579167,5.19038e-08,0
0.221106,0.590914,5.65269e-08,0
0.226131,0.602661,6.115e-08,0
0.231156,0.614283,6.60383e-08,0
0.236181,0.625794,7.11674e-08,0
0.241206,0.637304,7.62965e-08,0
0.246231,0.64872,8.16081e-08,0
0.251256,0.659986,8.721e-08,0
0.256281,0.671253,9.28119e-08,0
0.261307,0.68248,9.84812e-08,0
0.266332,0.693496,1.04511e-07,0
0.271357,0.704512,1.10541e-07,0
0.276382,0.715528,1.16571e-07,0
0.281407,0.726329,1.22911e-07,0
0.286432,0.737088,1.29312e-07,0
0.291457,0.747846,1.35713e-07,0
0.296482,0.758494,1.42242e-07,0
0.301508,0.768988,1.48947e-07,0
0.306533,0.779482,1.55652e-07,0
0.311558,0.789976,1.62357e-07,0
0.316583,0.800224,1.69268e-07,0
0.321608,0.810446,1.76201e-07,0
0.326633,0.820668,1.83134e-07,0
0.331658,0.830808,1.90108e-07,0
0.336683,0.840751,1.97184e-07,0
0.341709,0.850693,2.04259e-07,0
0.346734,0.860635,2.11335e-07,0
0.351759,0.870413,2.1844e-07,0
0.356784,0.880068,2.25568e-07,0
0.361809,0.889723,2.32696e-07,0
0.366834,0.899378,2.39823e-07,0
0.371859,0.908812,2.46919e-07,0
0.376884,0.918171,2.54003e-07,0
0.38191,0.92753,2.61087e-07,0
0.386935,0.936889,2.68171e-07,0
0.39196,0.946002,2.7514e-07,0
0.396985,0.955057,2.82081e-07,0
0.40201,0.964112,2.89023e-07,0
