y,U_x,U_y,U_z
0,0,0,0
0.00502513,0.0270435,6.54627e-09,0
0.0100503,0.0540134,1.44732e-08,0
0.0150754,0.0806153,2.9304e-08,0
0.0201005,0.107142,4.63982e-08,0
0.0251256,0.133476,6.92923e-08,0
0.0301508,0.159706,9.47638e-08,0
0.0351759,0.185733,1.25224e-07,0
0.040201,0.21162,1.58289e-07,0
0.0452261,0.23724,1.96301e-07,0
0.0502513,0.262682,2.36727e-07,0
0.0552764,0.287692,2.8301e-07,0
0.0603015,0.312534,3.30801e-07,0
0.0653266,0.336613,3.85458e-07,0
0.0703518,0.360681,4.40154e-07,0
0.0753769,0.383446,5.00117e-07,0
0.080402,0.406211,5.60079e-07,0
0.0854271,0.427704,6.17274e-07,0
0.0904523,0.448823,6.73654e-07,0
0.0954774,0.469075,7.21803e-07,0
0.100503,0.488365,7.60804e-07,0
0.105528,0.507459,7.97759e-07,0
0.110553,0.52495,8.17931e-07,0
0.115578,0.542441,8.38103e-07,0
0.120603,0.558844,8.49105e-07,0
0.125628,0.574726,8.55708e-07,0
0.130653,0.590362,8.61486e-07,0
0.135678,0.604823,8.63322e-07,0
0.140704,0.619284,8.65158e-07,0
0.145729,0.632983,8.69781e-07,0
0.150754,0.646172,8.76273e-07,0
0.155779,0.65936,8.82765e-07,0
0.160804,0.671471,8.93497e-07,0
0.165829,0.683525,9.0445e-07,0
0.170854,0.695353,9.16419e-07,0
0.175879,0.706404,9.31864e-07,0
0.180905,0.717456,9.47309e-07,0
0.18593,0.728133,9.65345e-07,0
0.190955,0.738301,9.86905e-07,0
0.19598,0.748468,1.00847e-06,0
0.201005,0.758213,1.03419e-06,0
0.20603,0.767599,1.06345e-06,0
0.211055,0.776985,1.09271e-06,0
0.21608,0.78597,1.12395e-06,0
0.221106,0.794657,1.15665e-06,0
0.226131,0.803345,1.18936e-06,0
0.231156,0.811704,1.21408e-06,0
0.236181,0.819766,1.23156e-06,0
0.241206,0.827827,1.24904e-06,0
0.246231,0.835674,1.24751e-06,0
0.251256,0.843181,1.21575e-06,0
0.256281,0.850688,1.18398e-06,0
0.261307,0.858119,1.14323e-06,0
0.266332,0.865143,1.05439e-06,0
0.271357,0.872167,9.65558e-07,0
0.276382,0.879191,8.76723e-07,0
0.281407,0.885867,7.75516e-07,0
0.286432,0.892475,6.71891e-07,0
0.291457,0.899083,5.68267e-07,0
0.296482,0.90554,4.75342e-07,0
0.301508,0.91179,3.97179e-07,0
0.306533,0.918039,3.19017e-07,0
0.311558,0.924289,2.40854e-07,0
0.316583,0.930249,2.12826e-07,0
0.321608,0.936179,1.90005e-07,0
0.326633,0.942109,1.67183e-07,0
0.331658,0.947953,1.59059e-07,0
0.336683,0.95359,1.86786e-07,0
0.341709,0.959226,2.14513e-07,0
0.346734,0.964862,2.4224e-07,0
0.351759,0.970343,2.75645e-07,0
0.356784,0.975708,3.13301e-07,0
0.361809,0.981073,3.50958e-07,0
0.366834,0.986438,3.88614e-07,0
0.371859,0.991617,4.13556e-07,0
0.376884,0.996732,4.34173e-07,0
0.38191,1.00185,4.5479e-07,0
0.386935,1.00696,4.75407e-07,0
0.39196,1.01189,4.7489e-07,0
0.396985,1.01677,4.6944e-07,0
0.40201,1.02165,4.6399e-07,0
0.407035,1.02654,4.58541e-07,0
0.41206,1.03126,4.4672e-07,0
0.417085,1.03592,4.32913e-07,0
0.422111,1.04059,4.19107e-07,0
0.427136,1.04526,4.05301e-07,0
0.432161,1.0498,3.88405e-07,0
0.437186,1.05426,3.69431e-07,0
0.442211,1.05872,3.50457e-07,0
0.447236,1.06319,3.31483e-07,0
0.452261,1.06759,3.13637e-07,0
0.457286,1.07185,2.98256e-07,0
0.462312,1.07612,2.82876e-07,0
0.467337,1.08039,2.67495e-07,0
0.472362,1.08466,2.52114e-07,0
0.477387,1.08875,2.43295e-07,0
0.482412,1.09284,2.35148e-07,0
0.487437,1.09692,2.27002e-07,0
0.492462,1.101,2.18855e-07,0
0.497487,1.10502,2.08894e-07,0
0.502513,1.10892,1.95892e-07,0
0.507538,1.11282,1.82889e-07,0
0.512563,1.11672,1.69887e-07,0
0.517588,1.12063,1.56884e-07,0
0.522613,1.12441,1.45329e-07,0
0.527638,1.12813,1.34365e-07,0
0.532663,1.13186,1.23401e-07,0
0.537688,1.13559,1.12437e-07,0
0.542714,1.13932,1.01473e-07,0
0.547739,1.14289,9.58771e-08,0
0.552764,1.14645,9.07939e-08,0
0.557789,1.15001,8.57108e-08,0
0.562814,1.15357,8.06276e-08,0
0.567839,1.15713,7.55444e-08,0
0.572864,1.16053,7.96641e-08,0
0.577889,1.16392,8.39928e-08,0
0.582915,1.16731,8.83215e-08,0
0.58794,1.1707,9.26502e-08,0
0.592965,1.17409,9.6979e-08,0
0.59799,1.17733,1.18231e-07,0
0.603015,1.18055,1.41338e-07,0
0.60804,1.18377,1.64445e-07,0
0.613065,1.18699,1.87552e-07,0
0.61809,1.19022,2.10659e-07,0
0.623116,1.19332,2.56256e-07,0
0.628141,1.19637,3.12488e-07,0
0.633166,1.19942,3.68721e-07,0
0.638191,1.20247,4.24954e-07,0
0.643216,1.20552,4.81186e-07,0
0.648241,1.20852,5.44391e-07,0
0.653266,1.2114,6.2335e-07,0
0.658291,1.21427,7.02309e-07,0
0.663317,1.21715,7.81268e-07,0
0.668342,1.22003,8.60228e-07,0
0.673367,1.2229,9.39187e-07,0
0.678392,1.22564,1.01166e-06,0
0.683417,1.22834,1.08232e-06,0
0.688442,1.23104,1.15297e-06,0
0.693467,1.23374,1.22362e-06,0
0.698492,1.23644,1.29428e-06,0
0.703518,1.23912,1.36149e-06,0
0.708543,1.24163,1.39619e-06,0
0.713568,1.24414,1.4309e-06,0
0.718593,1.24665,1.4656e-06,0
0.723618,1.24916,1.5003e-06,0
0.728643,1.25168,1.53501e-06,0
0.733668,1.25414,1.56021e-06,0
0.738693,1.25645,1.55656e-06,0
0.743719,1.25876,1.55291e-06,0
0.748744,1.26108,1.54926e-06,0
0.753769,1.26339,1.54561e-06,0
0.758794,1.26571,1.54196e-06,0
0.763819,1.26797,1.53353e-06,0
0.768844,1.27007,1.50925e-06,0
0.773869,1.27217,1.48497e-06,0
0.778894,1.27428,1.4607e-06,0
0.78392,1.27638,1.43642e-06,0
0.788945,1.27848,1.41214e-06,0
0.79397,1.28057,1.3873e-06,0
0.798995,1.28244,1.34996e-06,0
0.80402,1.28431,1.31262e-06,0
0.809045,1.28618,1.27528e-06,0
0.81407,1.28805,1.23795e-06,0
0.819095,1.28992,1.20061e-06,0
0.824121,1.29179,1.16327e-06,0
0.829146,1.29348,1.11366e-06,0
0.834171,1.2951,1.05821e-06,0
0.839196,1.29671,1.00275e-06,0
0.844221,1.29832,9.47302e-07,0
0.849246,1.29993,8.91849e-07,0
0.854271,1.30154,8.36396e-07,0
0.859296,1.30312,7.79437e-07,0
0.864322,1.30444,7.12275e-07,0
0.869347,1.30576,6.45112e-07,0
0.874372,1.30708,5.7795e-07,0
0.879397,1.3084,5.10788e-07,0
0.884422,1.30973,4.43626e-07,0
0.889447,1.31105,3.76463e-07,0
0.894472,1.31224,3.14121e-07,0
0.899497,1.31323,2.59253e-07,0
0.904523,1.31422,2.04385e-07,0
0.909548,1.31521,1.49518e-07,0
0.914573,1.3162,9.46496e-08,0
0.919598,1.3172,3.97817e-08,0
0.924623,1.31819,-1.50862e-08,0
0.929648,1.31901,-5.12736e-08,0
0.934673,1.31963,-6.572e-08,0
0.939698,1.32024,-8.01664e-08,0
0.944724,1.32086,-9.46127e-08,0
0.949749,1.32148,-1.09059e-07,0
0.954774,1.3221,-1.23505e-07,0
0.959799,1.32272,-1.37952e-07,0
0.964824,1.3232,-1.40874e-07,0
0.969849,1.32341,-1.20749e-07,0
0.974874,1.32362,-1.00624e-07,0
0.979899,1.32383,-8.04993e-08,0
0.984925,1.32404,-6.03745e-08,0
0.98995,1.32425,-4.02497e-08,0
0.994975,1.32446,-2.01248e-08,0
1,1.32467,0,0
