# Residuals   
# Time        	p             	Ux            	Uy            
0             	N/A	N/A
1             	9.999894e-01	0.000000e+00	0.000000e+00
2             	1.000000e+00	1.107187e-01	1.000000e+00
3             	1.055464e-01	1.301136e-01	6.088399e-01
4             	2.484506e-02	7.507125e-02	5.381754e-01
5             	3.490638e-02	4.749955e-02	5.990989e-01
6             	7.734239e-02	3.534328e-02	4.191040e-01
7             	5.440638e-02	2.728957e-02	4.396058e-01
8             	2.715670e-02	2.159178e-02	4.282705e-01
9             	1.812418e-02	1.768819e-02	4.049408e-01
10            	1.422214e-02	1.491319e-02	4.417020e-01
11            	1.491347e-02	1.293598e-02	5.514941e-01
12            	1.797367e-02	1.153918e-02	6.251392e-01
13            	2.453588e-02	1.051174e-02	5.480137e-01
14            	3.838326e-02	9.679206e-03	3.901040e-01
15            	7.944819e-02	9.128170e-03	3.226362e-01
16            	3.230103e-02	8.877368e-03	2.943805e-01
17            	2.316522e-02	8.724813e-03	2.989282e-01
18            	2.192397e-02	8.567522e-03	3.833207e-01
19            	2.418342e-02	8.444484e-03	4.225950e-01
20            	2.644972e-02	8.329104e-03	4.456719e-01
21            	2.875124e-02	8.216685e-03	4.375330e-01
22            	2.821858e-02	8.111377e-03	4.594768e-01
23            	2.796902e-02	8.009073e-03	4.637995e-01
24            	2.422139e-02	7.889705e-03	4.567196e-01
25            	2.077338e-02	7.765625e-03	4.202680e-01
26            	1.730208e-02	7.662270e-03	2.975489e-01
27            	1.654983e-02	7.576118e-03	2.129456e-01
28            	1.771699e-02	7.468834e-03	1.757827e-01
29            	1.932336e-02	7.368883e-03	1.746526e-01
30            	2.134388e-02	7.275526e-03	1.732848e-01
31            	3.106908e-02	7.194157e-03	1.634257e-01
32            	5.756105e-02	7.094533e-03	1.708963e-01
33            	3.495047e-02	7.023928e-03	1.599619e-01
34            	2.211258e-02	6.950539e-03	1.429603e-01
35            	1.600125e-02	6.893263e-03	1.627568e-01
36            	1.327238e-02	6.813366e-03	1.487134e-01
37            	1.225184e-02	6.745188e-03	1.417795e-01
38            	1.180862e-02	6.682011e-03	1.177691e-01
39            	1.339132e-02	6.637695e-03	1.121655e-01
40            	1.487103e-02	6.586800e-03	1.122306e-01
41            	1.600168e-02	6.541374e-03	8.852891e-02
42            	1.833096e-02	6.499195e-03	6.009475e-02
43            	2.212406e-02	6.465844e-03	5.180269e-02
44            	2.514841e-02	6.426249e-03	4.580675e-02
45            	2.529045e-02	6.394039e-03	5.174464e-02
46            	2.358655e-02	6.359601e-03	5.263975e-02
47            	2.361671e-02	6.329516e-03	5.590697e-02
48            	2.348877e-02	6.305322e-03	6.182889e-02
49            	1.881754e-02	6.277915e-03	4.799755e-02
50            	1.562285e-02	6.253011e-03	3.540747e-02
51            	1.768753e-02	6.230534e-03	3.247302e-02
52            	2.696636e-02	6.214511e-03	5.224566e-02
53            	2.760178e-02	6.199632e-03	5.970382e-02
54            	2.301685e-02	6.188476e-03	5.516107e-02
55            	1.747999e-02	6.173885e-03	4.499442e-02
56            	1.255800e-02	6.154532e-03	2.939013e-02
57            	1.408062e-02	6.139413e-03	3.368212e-02
58            	1.611876e-02	6.125404e-03	4.117356e-02
59            	9.859913e-03	6.113958e-03	3.408699e-02
60            	1.644230e-02	6.097233e-03	4.638196e-02
61            	1.125118e-02	6.087924e-03	3.122735e-02
62            	1.194281e-02	6.079692e-03	3.544960e-02
63            	9.166300e-03	6.063660e-03	2.902915e-02
64            	9.412108e-03	6.045650e-03	2.362097e-02
65            	1.006517e-02	6.030704e-03	3.547672e-02
66            	1.168466e-02	6.020656e-03	4.895360e-02
67            	7.518352e-03	6.009738e-03	2.849320e-02
68            	7.264194e-03	5.991847e-03	2.698180e-02
69            	1.054882e-02	5.974755e-03	3.050995e-02
