y,U_x,U_y,U_z,k,nut
0,0,0,0,5.208e-06,0
0.00502513,0.131414,3.74231e-09,0,0.00012509,6.72129e-07
0.0100503,0.257382,1.39358e-08,0,0.000794225,8.17436e-06
0.0150754,0.367767,2.95298e-08,0,0.00222705,3.50886e-05
0.0201005,0.454289,4.66824e-08,0,0.00385223,8.42815e-05
0.0251256,0.519016,6.19915e-08,0,0.00510223,0.000146527
0.0301508,0.568504,7.37917e-08,0,0.00594489,0.000216307
0.0351759,0.607683,8.17921e-08,0,0.00650972,0.000292268
0.040201,0.639641,8.6622e-08,0,0.00689334,0.000372557
0.0452261,0.666391,8.90781e-08,0,0.00715902,0.000455705
0.0502513,0.689273,8.96312e-08,0,0.00734637,0.0005406
0.0552764,0.709201,8.8302e-08,0,0.00748023,0.000626403
0.0603015,0.726822,8.49866e-08,0,0.00757653,0.000712408
0.0653266,0.742602,8.01951e-08,0,0.0076457,0.000797869
0.0703518,0.756757,7.4663e-08,0,0.00769304,0.000881994
0.0753769,0.769711,6.93417e-08,0,0.00772555,0.00096525
0.080402,0.781651,6.48395e-08,0,0.00774636,0.00104809
0.0854271,0.792721,6.11892e-08,0,0.00775778,0.00113056
0.0904523,0.803038,5.82909e-08,0,0.00776154,0.00121265
0.0954774,0.812695,5.60299e-08,0,0.00775899,0.00129437
0.100503,0.821771,5.43003e-08,0,0.00775121,0.00137574
0.105528,0.830304,5.30255e-08,0,0.00773883,0.00145675
0.110553,0.838295,5.21406e-08,0,0.00772218,0.00153739
0.115578,0.845882,5.15031e-08,0,0.00770258,0.00161776
0.120603,0.853106,5.10783e-08,0,0.00768046,0.00169787
0.125628,0.859997,5.08518e-08,0,0.00765615,0.00177774
0.130653,0.866581,5.08264e-08,0,0.00762993,0.00185741
0.135678,0.87279,5.11344e-08,0,0.00760158,0.00193682
0.140704,0.878753,5.1712e-08,0,0.00757194,0.00201605
0.145729,0.884488,5.23974e-08,0,0.00754116,0.00209485
0.150754,0.890011,5.30396e-08,0,0.00750938,0.00217297
0.155779,0.895271,5.32497e-08,0,0.00747642,0.00224953
0.160804,0.900336,5.28763e-08,0,0.00744261,0.0023249
0.165829,0.905242,5.19798e-08,0,0.00740811,0.00239938
0.170854,0.909998,5.05658e-08,0,0.00737299,0.00247311
0.175879,0.914534,4.87329e-08,0,0.00733696,0.00254587
0.180905,0.918945,4.68878e-08,0,0.00730042,0.00261811
0.18593,0.923237,4.50737e-08,0,0.0072634,0.00268986
0.190955,0.927375,4.34232e-08,0,0.00722576,0.00276097
0.19598,0.931376,4.19727e-08,0,0.0071876,0.00283146
0.201005,0.935284,4.06569e-08,0,0.00714907,0.00290152
