y,U_x,U_y,U_z,k,nut
0,0,0,0,1.54915e-08,0
0.00502513,0.0208675,4.7417e-09,0,3.84173e-07,3.57415e-11
0.0100503,0.0415652,1.67657e-08,0,2.79672e-06,5.99595e-10
0.0150754,0.0621592,3.66097e-08,0,1.06152e-05,4.25838e-09
0.0201005,0.0826493,6.41247e-08,0,2.83454e-05,1.88347e-08
0.0251256,0.103035,9.90447e-08,0,6.11213e-05,6.17124e-08
0.0301508,0.123316,1.41182e-07,0,0.000114498,1.64766e-07
0.0351759,0.143492,1.90362e-07,0,0.000194345,3.79679e-07
0.040201,0.163562,2.464e-07,0,0.000306768,7.83607e-07
0.0452261,0.183526,3.09091e-07,0,0.000458041,1.48533e-06
0.0502513,0.203382,3.78212e-07,0,0.000654516,2.63233e-06
0.0552764,0.22313,4.53521e-07,0,0.000902525,4.41953e-06
0.0603015,0.242768,5.34757e-07,0,0.00120825,7.10036e-06
0.0653266,0.262293,6.21629e-07,0,0.00157757,1.10006e-05
0.0703518,0.281688,7.1438e-07,0,0.00202447,1.68105e-05
0.0753769,0.300959,8.12099e-07,0,0.00254784,2.50707e-05
0.080402,0.320099,9.1434e-07,0,0.00315129,3.66504e-05
0.0854271,0.339098,1.02059e-06,0,0.00383705,5.26976e-05
0.0904523,0.357946,1.13025e-06,0,0.00460569,7.47085e-05
0.0954774,0.376627,1.24259e-06,0,0.00545608,0.000104594
0.100503,0.395123,1.35676e-06,0,0.00638535,0.00014472
0.105528,0.413399,1.47173e-06,0,0.00739269,0.000198952
0.110553,0.43137,1.58538e-06,0,0.00847891,0.000276225
0.115578,0.44903,1.69552e-06,0,0.00961852,0.000380299
0.120603,0.466328,1.79948e-06,0,0.0107988,0.000518654
0.125628,0.483208,1.89386e-06,0,0.0120062,0.000699618
0.130653,0.499608,1.97467e-06,0,0.013227,0.000932507
0.135678,0.515197,2.02482e-06,0,0.0144332,0.00126256
0.140704,0.530187,2.05214e-06,0,0.0156115,0.00156946
0.145729,0.544676,2.05893e-06,0,0.0167606,0.00182396
0.150754,0.558746,2.0476e-06,0,0.01788,0.0020147
0.155779,0.572376,2.01781e-06,0,0.0189586,0.0021919
0.160804,0.585671,1.98024e-06,0,0.0199987,0.00237123
0.165829,0.59868,1.93624e-06,0,0.0210029,0.00255234
0.170854,0.611415,1.88617e-06,0,0.0219705,0.00273516
0.175879,0.623726,1.82681e-06,0,0.0228748,0.00291955
0.180905,0.635784,1.76244e-06,0,0.0237381,0.00310418
0.18593,0.647604,1.69355e-06,0,0.0245619,0.00328881
0.190955,0.659101,1.61919e-06,0,0.0253296,0.00347279
0.19598,0.67031,1.54084e-06,0,0.0260444,0.00365527
0.201005,0.681316,1.46006e-06,0,0.0267211,0.00383638
0.20603,0.692065,1.37661e-06,0,0.0273484,0.00401538
0.211055,0.702527,1.29121e-06,0,0.0279229,0.00419201
0.21608,0.712819,1.20507e-06,0,0.0284685,0.00436759
0.221106,0.722882,1.11826e-06,0,0.0289772,0.00454205
0.226131,0.732686,1.03174e-06,0,0.0294492,0.00471618
0.231156,0.742344,9.45734e-07,0,0.0299017,0.00489035
0.236181,0.75177,8.60997e-07,0,0.0303245,0.00506488
0.241206,0.760983,7.78358e-07,0,0.0307222,0.0052402
0.246231,0.77007,6.97106e-07,0,0.0311053,0.00541601
0.251256,0.778892,6.19622e-07,0,0.0314585,0.00559314
0.256281,0.787569,5.44816e-07,0,0.0317957,0.00577108
0.261307,0.796101,4.72652e-07,0,0.0321169,0.0059498
0.266332,0.804386,4.05898e-07,0,0.0324111,0.00612985
0.271357,0.812574,3.41437e-07,0,0.0326946,0.00631035
0.276382,0.820547,2.82322e-07,0,0.0329541,0.0064918
0.281407,0.828374,2.27157e-07,0,0.0331969,0.00667362
0.286432,0.836079,1.75311e-07,0,0.0334257,0.00685575
0.291457,0.843563,1.29746e-07,0,0.0336282,0.00703782
0.296482,0.850977,8.62264e-08,0,0.0338221,0.00721975
0.301508,0.858168,4.92092e-08,0,0.033988,0.00740069
0.306533,0.865269,1.47925e-08,0,0.0341417,0.00758073
0.311558,0.872217,-1.52072e-08,0,0.0342749,0.00775923
0.316583,0.879025,-4.14753e-08,0,0.0343879,0.00793526
0.321608,0.885739,-6.52295e-08,0,0.0344872,0.00810964
0.326633,0.892273,-8.51523e-08,0,0.0345586,0.00827907
0.331658,0.898763,-1.04114e-07,0,0.0346228,0.00844727
0.336683,0.905046,-1.20795e-07,0,0.0346513,0.00860717
0.341709,0.911298,-1.37525e-07,0,0.0346742,0.00876553
0.346734,0.917375,-1.54983e-07,0,0.0346646,0.00891471
0.351759,0.923404,-1.73493e-07,0,0.0346461,0.00906093
0.356784,0.929292,-1.95133e-07,0,0.0346011,0.00919835
0.361809,0.935118,-2.19248e-07,0,0.0345443,0.00933137
0.366834,0.940829,-2.47966e-07,0,0.0344659,0.0094562
0.371859,0.94647,-2.80481e-07,0,0.0343742,0.00957543
0.376884,0.952015,-3.18212e-07,0,0.0342644,0.00968694
0.38191,0.957488,-3.60632e-07,0,0.0341408,0.00979192
0.386935,0.962878,-4.08436e-07,0,0.0340015,0.00988941
0.39196,0.968199,-4.61264e-07,0,0.0338486,0.0099798
0.396985,0.973444,-5.19487e-07,0,0.0336814,0.0100626
0.40201,0.978626,-5.82501e-07,0,0.0335016,0.0101381
0.407035,0.983737,-6.50895e-07,0,0.0333079,0.0102055
0.41206,0.988794,-7.23334e-07,0,0.0331033,0.0102659
0.417085,0.99378,-8.01102e-07,0,0.0328844,0.0103172
0.422111,0.998724,-8.81782e-07,0,0.0326567,0.0103624
0.427136,1.0036,-9.67572e-07,0,0.0324136,0.0103969
0.432161,1.00844,-1.05497e-06,0,0.0321643,0.0104268
0.437186,1.0132,-1.14682e-06,0,0.0318979,0.0104438
0.442211,1.01796,-1.23913e-06,0,0.0316284,0.0104583
0.447236,1.02263,-1.33433e-06,0,0.0313394,0.010457
0.452261,1.0273,-1.42953e-06,0,0.0310504,0.0104558
0.457286,1.03188,-1.52442e-06,0,0.0307396,0.010436
0.462312,1.03646,-1.6193e-06,0,0.0304284,0.0104159
0.467337,1.04098,-1.70999e-06,0,0.0300997,0.0103802
0.472362,1.04548,-1.79959e-06,0,0.0297665,0.0103405
0.477387,1.04995,-1.88226e-06,0,0.0294207,0.0102891
0.482412,1.05438,-1.95982e-06,0,0.0290656,0.0102291
0.487437,1.0588,-2.03048e-06,0,0.0287033,0.0101624
0.492462,1.06318,-2.08683e-06,0,0.0283262,0.0100817
0.497487,1.06756,-2.1417e-06,0,0.0279481,0.0100001
0.502513,1.07189,-2.16453e-06,0,0.0275489,0.00989836
0.507538,1.07622,-2.18735e-06,0,0.0271496,0.00979664
0.512563,1.08052,-2.17334e-06,0,0.0267339,0.00967941
0.517588,1.08481,-2.14575e-06,0,0.026312,0.00955647
0.522613,1.0891,-2.0891e-06,0,0.0258814,0.00942523
0.527638,1.09336,-1.98592e-06,0,0.0254367,0.00928072
0.532663,1.09763,-1.88215e-06,0,0.0249918,0.00913607
0.537688,1.10189,-1.66564e-06,0,0.0245239,0.00896757
0.542714,1.10614,-1.44914e-06,0,0.0240559,0.00879907
0.547739,1.1104,-1.14487e-06,0,0.0235737,0.00860759
0.552764,1.11466,-7.80249e-07,0,0.0230817,0.00840031
0.557789,1.11893,-4.01572e-07,0,0.0225857,0.00817555
0.562814,1.12326,5.95302e-08,0,0.0220658,0.00784831
0.567839,1.12759,5.20632e-07,0,0.0215458,0.00752108
0.572864,1.13206,9.90852e-07,0,0.0209982,0.00703733
0.577889,1.13661,1.46568e-06,0,0.0204365,0.00647451
0.582915,1.14121,1.92443e-06,0,0.0198665,0.00590514
0.58794,1.14614,2.29064e-06,0,0.0192485,0.00529809
0.592965,1.15108,2.65685e-06,0,0.0186304,0.00469104
0.59799,1.15627,2.88254e-06,0,0.0179809,0.00417453
0.603015,1.16163,3.01307e-06,0,0.0173101,0.00371933
0.60804,1.167,3.14159e-06,0,0.0166391,0.00326497
0.613065,1.17273,3.03308e-06,0,0.0159325,0.00290872
0.61809,1.17846,2.92458e-06,0,0.0152259,0.00255248
0.623116,1.1843,2.74909e-06,0,0.0145142,0.00222793
0.628141,1.19033,2.4662e-06,0,0.0137941,0.00195418
0.633166,1.19636,2.18331e-06,0,0.0130741,0.00168043
0.638191,1.20254,1.84886e-06,0,0.0123648,0.00146198
0.643216,1.20877,1.49465e-06,0,0.0116598,0.00126474
0.648241,1.21501,1.14111e-06,0,0.0109557,0.00106905
0.653266,1.22133,8.15307e-07,0,0.0102932,0.00093682
0.658291,1.22766,4.89499e-07,0,0.00963067,0.000804588
0.663317,1.23398,1.8787e-07,0,0.00898657,0.000686164
0.668342,1.24028,-5.372e-08,0,0.00838819,0.000602028
0.673367,1.24658,-2.9531e-07,0,0.00778981,0.000517892
0.678392,1.25282,-4.87161e-07,0,0.00723135,0.000449902
0.683417,1.259,-6.31533e-07,0,0.00671098,0.000397326
0.688442,1.26518,-7.75905e-07,0,0.00619062,0.000344749
0.693467,1.27124,-8.61367e-07,0,0.00572778,0.000305395
0.698492,1.27724,-9.21221e-07,0,0.00528996,0.000271788
0.703518,1.28324,-9.81075e-07,0,0.00485213,0.000238182
0.708543,1.28905,-9.87736e-07,0,0.00448076,0.000213935
0.713568,1.29483,-9.84468e-07,0,0.0041218,0.000191436
0.718593,1.3006,-9.812e-07,0,0.00376284,0.000168937
0.723618,1.30614,-9.39749e-07,0,0.00347075,0.00015291
0.728643,1.31166,-8.96209e-07,0,0.00318232,0.000137238
0.733668,1.31718,-8.52411e-07,0,0.00289465,0.000121623
0.738693,1.32243,-7.88573e-07,0,0.00266661,0.000110428
0.743719,1.32768,-7.24734e-07,0,0.00243857,9.92327e-05
0.748744,1.33292,-6.60708e-07,0,0.00221234,8.81493e-05
0.753769,1.33788,-5.9164e-07,0,0.00203454,8.00581e-05
0.758794,1.34284,-5.22573e-07,0,0.00185675,7.19669e-05
0.763819,1.3478,-4.53584e-07,0,0.00167966,6.39143e-05
0.768844,1.35246,-3.89134e-07,0,0.0015428,5.80634e-05
0.773869,1.35713,-3.24683e-07,0,0.00140594,5.22125e-05
0.778894,1.36179,-2.60233e-07,0,0.00126908,4.63617e-05
0.78392,1.36616,-2.05507e-07,0,0.00116355,4.20826e-05
0.788945,1.37052,-1.51229e-07,0,0.00105947,3.7876e-05
0.79397,1.37487,-9.69514e-08,0,0.000955387,3.36695e-05
0.798995,1.37896,-5.3311e-08,0,0.000873313,3.04889e-05
0.80402,1.383,-1.15268e-08,0,0.000795079,2.74874e-05
0.809045,1.38704,3.02574e-08,0,0.000716846,2.44859e-05
0.81407,1.39085,6.3226e-08,0,0.000652735,2.20996e-05
