y,U_x,U_y,U_z
0,0,0,0
0.00502513,0.0320524,-4.03616e-10,0
0.0100503,0.0640172,-1.02604e-09,0
0.0150754,0.095544,-2.74251e-09,0
0.0201005,0.126976,-4.98544e-09,0
0.0251256,0.158166,-8.57733e-09,0
0.0301508,0.189201,-1.27148e-08,0
0.0351759,0.219936,-1.79083e-08,0
0.040201,0.250413,-2.31501e-08,0
0.0452261,0.280397,-2.84836e-08,0
0.0502513,0.310005,-3.3129e-08,0
0.0552764,0.338704,-3.61054e-08,0
0.0603015,0.367052,-3.8521e-08,0
0.0653266,0.393808,-3.8382e-08,0
0.0703518,0.420545,-3.82545e-08,0
0.0753769,0.444831,-3.96548e-08,0
0.080402,0.469116,-4.10551e-08,0
0.0854271,0.491337,-4.38841e-08,0
0.0904523,0.512951,-4.71337e-08,0
0.0954774,0.533374,-5.0885e-08,0
0.100503,0.552474,-5.51941e-08,0
0.105528,0.57134,-5.94418e-08,0
0.110553,0.588275,-6.31864e-08,0
0.115578,0.60521,-6.6931e-08,0
0.120603,0.620886,-6.79067e-08,0
0.125628,0.63596,-6.75541e-08,0
0.130653,0.650752,-6.67622e-08,0
0.135678,0.664203,-6.38733e-08,0
0.140704,0.677654,-6.09843e-08,0
0.145729,0.690266,-5.72179e-08,0
0.150754,0.702315,-5.28633e-08,0
0.155779,0.714365,-4.85086e-08,0
0.160804,0.72527,-4.27912e-08,0
0.165829,0.736116,-3.70026e-08,0
0.170854,0.746729,-3.08564e-08,0
0.175879,0.756543,-2.34853e-08,0
0.180905,0.766357,-1.61142e-08,0
0.18593,0.775798,-8.33623e-09,0
0.190955,0.78473,-4.4196e-12,0
0.19598,0.793662,8.32739e-09,0
0.201005,0.802187,1.66662e-08,0
0.20603,0.810365,2.50109e-08,0
0.211055,0.818543,3.33556e-08,0
0.21608,0.826349,4.14552e-08,0
0.221106,0.83388,4.93738e-08,0
0.226131,0.84141,5.72923e-08,0
0.231156,0.848647,6.5475e-08,0
0.236181,0.855618,7.38976e-08,0
0.241206,0.862588,8.23201e-08,0
0.246231,0.86937,9.21411e-08,0
0.251256,0.875853,1.04187e-07,0
0.256281,0.882335,1.16234e-07,0
0.261307,0.88875,1.29451e-07,0
0.266332,0.894803,1.48928e-07,0
0.271357,0.900857,1.68404e-07,0
0.276382,0.90691,1.87881e-07,0
0.281407,0.912646,2.1315e-07,0
0.286432,0.918319,2.39551e-07,0
0.291457,0.923992,2.65952e-07,0
0.296482,0.929523,2.89843e-07,0
0.301508,0.934857,3.10273e-07,0
0.306533,0.94019,3.30703e-07,0
0.311558,0.945524,3.51133e-07,0
0.316583,0.950582,3.48389e-07,0
0.321608,0.955612,3.43238e-07,0
0.326633,0.960641,3.38087e-07,0
0.331658,0.965593,3.28963e-07,0
0.336683,0.970354,3.10146e-07,0
0.341709,0.975115,2.91329e-07,0
0.346734,0.979877,2.72512e-07,0
0.351759,0.984505,2.52055e-07,0
0.356784,0.989034,2.30369e-07,0
0.361809,0.993563,2.08682e-07,0
0.366834,0.998092,1.86996e-07,0
0.371859,1.00247,1.73741e-07,0
0.376884,1.00679,1.63354e-07,0
0.38191,1.01111,1.52966e-07,0
0.386935,1.01543,1.42579e-07,0
0.39196,1.0196,1.51219e-07,0
0.396985,1.02373,1.643e-07,0
0.40201,1.02786,1.77381e-07,0
0.407035,1.03199,1.90463e-07,0
0.41206,1.03598,2.03942e-07,0
0.417085,1.03993,2.17544e-07,0
0.422111,1.04388,2.31147e-07,0
0.427136,1.04783,2.4475e-07,0
0.432161,1.05167,2.57826e-07,0
0.437186,1.05545,2.70546e-07,0
0.442211,1.05922,2.83267e-07,0
0.447236,1.063,2.95988e-07,0
0.452261,1.06672,3.06126e-07,0
0.457286,1.07034,3.1062e-07,0
0.462312,1.07395,3.15113e-07,0
0.467337,1.07756,3.19607e-07,0
0.472362,1.08117,3.24101e-07,0
0.477387,1.08464,3.23051e-07,0
0.482412,1.08809,3.21433e-07,0
0.487437,1.09154,3.19814e-07,0
0.492462,1.09499,3.18196e-07,0
0.497487,1.09839,3.17099e-07,0
0.502513,1.10169,3.16878e-07,0
0.507538,1.10499,3.16656e-07,0
0.512563,1.10829,3.16435e-07,0
0.517588,1.11159,3.16213e-07,0
0.522613,1.11478,3.09561e-07,0
0.527638,1.11793,3.00283e-07,0
0.532663,1.12108,2.91005e-07,0
0.537688,1.12423,2.81727e-07,0
0.542714,1.12738,2.72449e-07,0
0.547739,1.1304,2.61468e-07,0
0.552764,1.1334,2.50324e-07,0
0.557789,1.1364,2.39181e-07,0
0.562814,1.13941,2.28037e-07,0
0.567839,1.14241,2.16894e-07,0
0.572864,1.14527,2.10785e-07,0
0.577889,1.14813,2.0479e-07,0
0.582915,1.15098,1.98796e-07,0
0.58794,1.15384,1.92801e-07,0
0.592965,1.1567,1.86807e-07,0
0.59799,1.15942,1.92353e-07,0
