y,U_x,U_y,U_z,k,nut
0,0,0,0,2.77787e-12,0
0.00502513,0.0150892,-3.12517e-13,0,6.88797e-11,3.24995e-15
0.0100503,0.0300552,-1.08367e-12,0,5.01419e-10,5.45194e-14
0.0150754,0.044946,-2.33014e-12,0,1.90309e-09,3.872e-13
0.0201005,0.0597614,-4.02438e-12,0,5.08131e-09,1.71251e-12
0.0251256,0.0745013,-6.12943e-12,0,1.09555e-08,5.6105e-12
0.0301508,0.0891657,-8.61339e-12,0,2.052e-08,1.49766e-11
0.0351759,0.103754,-1.14453e-11,0,3.48252e-08,3.45018e-11
0.040201,0.118267,-1.45935e-11,0,5.49647e-08,7.11854e-11
0.0452261,0.132705,-1.8026e-11,0,8.20634e-08,1.34903e-10
0.0502513,0.147067,-2.17106e-11,0,1.17264e-07,2.39094e-10
0.0552764,0.161354,-2.56151e-11,0,1.61708e-07,4.01665e-10
0.0603015,0.175566,-2.97082e-11,0,2.16514e-07,6.46206e-10
0.0653266,0.189703,-3.39587e-11,0,2.8275e-07,1.00358e-09
0.0703518,0.203757,-3.83473e-11,0,3.62947e-07,1.54019e-09
0.0753769,0.217735,-4.28288e-11,0,4.5692e-07,2.31106e-09
0.080402,0.231638,-4.73748e-11,0,5.65348e-07,3.40573e-09
0.0854271,0.245467,-5.19592e-11,0,6.88679e-07,4.94595e-09
0.0904523,0.25922,-5.65593e-11,0,8.27109e-07,7.0951e-09
0.0954774,0.2729,-6.11567e-11,0,9.80583e-07,1.00682e-08
0.100503,0.286507,-6.57384e-11,0,1.14881e-06,1.41398e-08
0.105528,0.300038,-7.02959e-11,0,1.33206e-06,1.97646e-08
0.110553,0.313482,-7.48357e-11,0,1.53149e-06,2.80325e-08
0.115578,0.326852,-7.93933e-11,0,1.74328e-06,3.95238e-08
0.120603,0.34015,-8.40209e-11,0,1.96625e-06,5.53403e-08
0.125628,0.353377,-8.88011e-11,0,2.1992e-06,7.68074e-08
0.130653,0.366534,-9.38424e-11,0,2.44102e-06,1.05469e-07
0.135678,0.379594,-9.97768e-11,0,2.6924e-06,1.48882e-07
0.140704,0.392583,-1.07075e-10,0,2.94879e-06,2.08425e-07
0.145729,0.405504,-1.15741e-10,0,3.20881e-06,2.85637e-07
0.150754,0.418357,-1.25736e-10,0,3.47122e-06,3.77196e-07
0.155779,0.431118,-1.37288e-10,0,3.73405e-06,4.47925e-07
0.160804,0.443802,-1.49584e-10,0,3.99514e-06,4.92085e-07
0.165829,0.45642,-1.62148e-10,0,4.25398e-06,5.27105e-07
0.170854,0.468973,-1.74732e-10,0,4.51016e-06,5.62155e-07
0.175879,0.481421,-1.87299e-10,0,4.7604e-06,5.97049e-07
0.180905,0.493804,-1.99818e-10,0,5.00606e-06,6.31732e-07
0.18593,0.506125,-2.12264e-10,0,5.24707e-06,6.6618e-07
0.190955,0.518359,-2.24533e-10,0,5.48091e-06,7.00206e-07
0.19598,0.530509,-2.36511e-10,0,5.70712e-06,7.33715e-07
0.201005,0.542599,-2.48228e-10,0,5.92776e-06,7.66838e-07
0.20603,0.554611,-2.59557e-10,0,6.14111e-06,7.99447e-07
0.211055,0.56653,-2.7031e-10,0,6.347e-06,8.31584e-07
0.21608,0.578392,-2.80669e-10,0,6.54887e-06,8.63504e-07
0.221106,0.590177,-2.90463e-10,0,6.74573e-06,8.95183e-07
0.226131,0.601868,-2.99512e-10,0,6.93762e-06,9.26704e-07
0.231156,0.613505,-3.08112e-10,0,7.12689e-06,9.58165e-07
0.236181,0.625056,-3.15962e-10,0,7.31217e-06,9.89563e-07
0.241206,0.636522,-3.23059e-10,0,7.49406e-06,1.02096e-06
0.246231,0.647939,-3.29702e-10,0,7.67397e-06,1.05235e-06
0.251256,0.659249,-3.3533e-10,0,7.8498e-06,1.08378e-06
0.256281,0.670497,-3.40361e-10,0,8.02341e-06,1.11525e-06
0.261307,0.681684,-3.44803e-10,0,8.19482e-06,1.14676e-06
0.266332,0.692762,-3.48175e-10,0,8.36239e-06,1.17834e-06
0.271357,0.703796,-3.51116e-10,0,8.52842e-06,1.20996e-06
0.276382,0.714731,-3.53081e-10,0,8.69097e-06,1.24166e-06
0.281407,0.725597,-3.54358e-10,0,8.85105e-06,1.2734e-06
0.286432,0.736405,-3.55055e-10,0,9.00905e-06,1.30519e-06
0.291457,0.747103,-3.54679e-10,0,9.16306e-06,1.33705e-06
0.296482,0.757765,-3.53952e-10,0,9.31576e-06,1.36893e-06
0.301508,0.768311,-3.52112e-10,0,9.46414e-06,1.40087e-06
0.306533,0.778808,-3.49812e-10,0,9.61062e-06,1.43284e-06
0.311558,0.78922,-3.46732e-10,0,9.7539e-06,1.46484e-06
0.316583,0.799551,-3.42936e-10,0,9.89398e-06,1.49686e-06
0.321608,0.809828,-3.38657e-10,0,1.00319e-05,1.52889e-06
0.326633,0.819995,-3.3347e-10,0,1.01654e-05,1.56093e-06
0.331658,0.830134,-3.28054e-10,0,1.02977e-05,1.59297e-06
0.336683,0.840138,-3.21611e-10,0,1.04244e-05,1.625e-06
0.341709,0.85012,-3.15022e-10,0,1.05501e-05,1.65702e-06
0.346734,0.859979,-3.07608e-10,0,1.06705e-05,1.68899e-06
0.351759,0.869802,-2.9999e-10,0,1.07893e-05,1.72094e-06
0.356784,0.879517,-2.91763e-10,0,1.09033e-05,1.75283e-06
0.361809,0.889182,-2.83305e-10,0,1.10149e-05,1.78467e-06
0.366834,0.898753,-2.74417e-10,0,1.11221e-05,1.81643e-06
