y,U_x,U_y,U_z
0,0,0,0
0.00502513,0.0373819,-2.1731e-09,0
0.0100503,0.0746604,-5.19605e-09,0
0.0150754,0.111422,-1.24683e-08,0
0.0201005,0.148057,-2.16671e-08,0
0.0251256,0.184367,-3.5802e-08,0
0.0301508,0.220414,-5.24748e-08,0
0.0351759,0.25595,-7.406e-08,0
0.040201,0.290964,-9.74062e-08,0
0.0452261,0.324988,-1.24097e-07,0
0.0502513,0.358269,-1.50607e-07,0
0.0552764,0.389745,-1.76679e-07,0
0.0603015,0.420611,-2.01631e-07,0
0.0653266,0.448692,-2.2148e-07,0
0.0703518,0.476746,-2.41263e-07,0
0.0753769,0.501184,-2.52244e-07,0
0.080402,0.525622,-2.63224e-07,0
0.0854271,0.547495,-2.68161e-07,0
0.0904523,0.568613,-2.71318e-07,0
0.0954774,0.588411,-2.72251e-07,0
0.100503,0.606741,-2.70711e-07,0
0.105528,0.624818,-2.68908e-07,0
0.110553,0.640814,-2.64945e-07,0
0.115578,0.656809,-2.60982e-07,0
0.120603,0.671469,-2.56234e-07,0
0.125628,0.685488,-2.51109e-07,0
0.130653,0.699219,-2.45874e-07,0
0.135678,0.711575,-2.40114e-07,0
0.140704,0.723931,-2.34354e-07,0
0.145729,0.735452,-2.28331e-07,0
0.150754,0.746412,-2.22132e-07,0
0.155779,0.757372,-2.15933e-07,0
0.160804,0.767218,-2.09428e-07,0
0.165829,0.777007,-2.02907e-07,0
0.170854,0.786573,-1.96349e-07,0
0.175879,0.795376,-1.89664e-07,0
0.180905,0.804179,-1.8298e-07,0
0.18593,0.81263,-1.76333e-07,0
0.190955,0.8206,-1.69737e-07,0
0.19598,0.828571,-1.63141e-07,0
0.201005,0.836159,-1.56584e-07,0
0.20603,0.843422,-1.50061e-07,0
0.211055,0.850685,-1.43538e-07,0
0.21608,0.8576,-1.36698e-07,0
0.221106,0.864258,-1.29624e-07,0
0.226131,0.870916,-1.2255e-07,0
0.231156,0.877302,-1.14467e-07,0
0.236181,0.88344,-1.0547e-07,0
0.241206,0.889578,-9.6472e-08,0
0.246231,0.895541,-8.58838e-08,0
0.251256,0.901228,-7.27643e-08,0
0.256281,0.906915,-5.96447e-08,0
0.261307,0.912539,-4.55432e-08,0
0.266332,0.917831,-2.619e-08,0
0.271357,0.923122,-6.83688e-09,0
0.276382,0.928414,1.25163e-08,0
0.281407,0.933414,3.52009e-08,0
0.286432,0.938356,5.85365e-08,0
0.291457,0.943299,8.18721e-08,0
0.296482,0.948111,1.01362e-07,0
0.301508,0.952743,1.15548e-07,0
0.306533,0.957374,1.29734e-07,0
0.311558,0.962006,1.43919e-07,0
0.316583,0.966386,1.32825e-07,0
0.321608,0.97074,1.19106e-07,0
0.326633,0.975095,1.05387e-07,0
0.331658,0.979378,8.64448e-08,0
0.336683,0.98349,5.47626e-08,0
0.341709,0.987602,2.30804e-08,0
0.346734,0.991713,-8.60182e-09,0
0.351759,0.995705,-4.35329e-08,0
0.356784,0.999607,-8.08967e-08,0
0.361809,1.00351,-1.18261e-07,0
0.366834,1.00741,-1.55624e-07,0
0.371859,1.01117,-1.81047e-07,0
0.376884,1.01488,-2.02407e-07,0
0.38191,1.0186,-2.23768e-07,0
0.386935,1.02231,-2.45129e-07,0
0.39196,1.02589,-2.44605e-07,0
0.396985,1.02943,-2.38974e-07,0
0.40201,1.03297,-2.33343e-07,0
0.407035,1.03651,-2.27712e-07,0
0.41206,1.03992,-2.12799e-07,0
0.417085,1.0433,-1.94996e-07,0
0.422111,1.04668,-1.77192e-07,0
0.427136,1.05005,-1.59388e-07,0
0.432161,1.05334,-1.39147e-07,0
0.437186,1.05656,-1.17267e-07,0
0.442211,1.05978,-9.53875e-08,0
0.447236,1.063,-7.35078e-08,0
0.452261,1.06618,-5.24379e-08,0
0.457286,1.06926,-3.31377e-08,0
0.462312,1.07233,-1.38376e-08,0
0.467337,1.07541,5.46257e-09,0
0.472362,1.07849,2.47627e-08,0
0.477387,1.08144,4.44e-08,0
0.482412,1.08437,6.40719e-08,0
0.487437,1.08731,8.37437e-08,0
0.492462,1.09024,1.03416e-07,0
0.497487,1.09313,1.24572e-07,0
0.502513,1.09593,1.48218e-07,0
0.507538,1.09873,1.71864e-07,0
0.512563,1.10153,1.95509e-07,0
0.517588,1.10433,2.19155e-07,0
0.522613,1.10704,2.46863e-07,0
0.527638,1.10971,2.7623e-07,0
0.532663,1.11238,3.05597e-07,0
0.537688,1.11505,3.34964e-07,0
0.542714,1.11772,3.64331e-07,0
0.547739,1.12028,3.9451e-07,0
0.552764,1.12282,4.24768e-07,0
0.557789,1.12536,4.55025e-07,0
0.562814,1.1279,4.85283e-07,0
0.567839,1.13044,5.1554e-07,0
0.572864,1.13286,5.36365e-07,0
0.577889,1.13527,5.56976e-07,0
0.582915,1.13769,5.77586e-07,0
0.58794,1.1401,5.98196e-07,0
0.592965,1.14252,6.18807e-07,0
0.59799,1.14482,6.21264e-07,0
0.603015,1.1471,6.21731e-07,0
0.60804,1.14939,6.22199e-07,0
0.613065,1.15168,6.22666e-07,0
0.61809,1.15397,6.23133e-07,0
0.623116,1.15617,6.1017e-07,0
0.628141,1.15833,5.90855e-07,0
0.633166,1.16049,5.71541e-07,0
0.638191,1.16265,5.52226e-07,0
0.643216,1.16481,5.32912e-07,0
0.648241,1.16693,5.1118e-07,0
0.653266,1.16896,4.83987e-07,0
0.658291,1.17099,4.56793e-07,0
0.663317,1.17302,4.296e-07,0
0.668342,1.17505,4.02407e-07,0
0.673367,1.17708,3.75214e-07,0
0.678392,1.17901,3.51891e-07,0
0.683417,1.18091,3.29657e-07,0
0.688442,1.18281,3.07423e-07,0
0.693467,1.18471,2.85189e-07,0
0.698492,1.18661,2.62955e-07,0
0.703518,1.18849,2.41605e-07,0
0.708543,1.19026,2.28608e-07,0
0.713568,1.19202,2.1561e-07,0
0.718593,1.19378,2.02613e-07,0
0.723618,1.19554,1.89616e-07,0
0.728643,1.1973,1.76619e-07,0
0.733668,1.19903,1.65438e-07,0
0.738693,1.20065,1.59775e-07,0
0.743719,1.20227,1.54112e-07,0
0.748744,1.20388,1.48449e-07,0
0.753769,1.2055,1.42786e-07,0
0.758794,1.20712,1.37122e-07,0
0.763819,1.2087,1.32538e-07,0
0.768844,1.21016,1.31527e-07,0
0.773869,1.21162,1.30516e-07,0
0.778894,1.21309,1.29505e-07,0
0.78392,1.21455,1.28494e-07,0
0.788945,1.21601,1.27483e-07,0
0.79397,1.21747,1.26504e-07,0
0.798995,1.21876,1.26243e-07,0
0.80402,1.22006,1.25982e-07,0
0.809045,1.22135,1.25721e-07,0
0.81407,1.22265,1.2546e-07,0
0.819095,1.22394,1.25199e-07,0
0.824121,1.22524,1.24937e-07,0
0.829146,1.22641,1.22897e-07,0
0.834171,1.22752,1.2001e-07,0
0.839196,1.22863,1.17122e-07,0
0.844221,1.22974,1.14235e-07,0
0.849246,1.23085,1.11347e-07,0
0.854271,1.23196,1.0846e-07,0
0.859296,1.23305,1.04911e-07,0
0.864322,1.23395,9.68815e-08,0
0.869347,1.23486,8.88525e-08,0
0.874372,1.23576,8.08236e-08,0
0.879397,1.23666,7.27946e-08,0
0.884422,1.23757,6.47656e-08,0
0.889447,1.23847,5.67366e-08,0
0.894472,1.23929,4.79228e-08,0
0.899497,1.23996,3.78921e-08,0
0.904523,1.24063,2.78614e-08,0
0.909548,1.24131,1.78306e-08,0
0.914573,1.24198,7.79993e-09,0
0.919598,1.24265,-2.23079e-09,0
0.924623,1.24333,-1.22615e-08,0
0.929648,1.24388,-1.84409e-08,0
0.934673,1.2443,-2.01379e-08,0
0.939698,1.24472,-2.1835e-08,0
0.944724,1.24513,-2.3532e-08,0
0.949749,1.24555,-2.52291e-08,0
0.954774,1.24597,-2.69261e-08,0
0.959799,1.24639,-2.86232e-08,0
0.964824,1.24671,-2.8402e-08,0
0.969849,1.24685,-2.43445e-08,0
0.974874,1.24699,-2.02871e-08,0
0.979899,1.24713,-1.62297e-08,0
0.984925,1.24727,-1.21723e-08,0
0.98995,1.24741,-8.11484e-09,0
0.994975,1.24755,-4.05742e-09,0
1,1.24769,0,0
